N_event,t_trig,tP1,tP2,tP3
329,7.487,3481,3481,3481
330,7.503,3482,3481,3481
331,7.519,3481,3481,3481
332,7.535,3481,3481,3481
333,7.551,3482,3481,3481
334,7.583,3482,3482,3481
335,7.6,3481,3481,3481
336,7.615,3480,3480,3479
337,7.632,3482,3482,3481
338,7.647,3481,3481,3480
339,7.663,3482,3482,3481
340,7.695,3481,3481,3481
341,7.711,3481,3481,3481
342,7.727,3482,3482,3481
343,7.743,3481,3481,3480
344,7.76,3480,3480,3480
345,7.775,3481,3481,3480
346,7.807,3481,3481,3481
347,7.823,3481,3481,3481
348,7.839,3482,3481,3481
349,7.855,3481,3481,3480
350,7.871,3481,3481,3481
351,7.887,3481,3481,3480
352,7.919,3480,3479,3479
353,7.935,3481,3481,3481
354,7.951,3482,3482,3481
355,7.967,3481,3481,3481
356,7.983,3481,3481,3480
357,7.999,3481,3481,3480
358,8.015,3482,3482,3481
359,8.047,3481,3481,3481
360,8.063,3480,3480,3479
361,8.079,3481,3481,3480
362,8.095,3481,3481,3480
363,8.111,3481,3481,3480
364,8.127,3482,3482,3481
365,8.159,3481,3481,3481
366,8.175,3481,3481,3481
367,8.191,3481,3481,3481
368,8.206,3479,3479,3479
369,8.223,3482,3481,3481
370,8.239,3482,3478,3481
371,8.271,3482,3482,3481
372,8.287,3475,3481,3481
373,8.303,3481,3481,3481
374,8.319,3482,3482,3481
375,8.335,3482,3482,3481
376,8.351,3480,3480,3479
377,8.383,3481,3481,3481
378,8.399,3481,3481,3481
379,8.415,3481,3481,3481
380,8.431,3482,3478,3481
381,8.447,3482,3478,3481
382,8.463,3481,3481,3480
383,8.479,3481,3481,3481
384,8.511,3480,3480,3479
385,8.527,3481,3481,3480
386,8.543,3481,3481,3481
387,8.559,3482,3481,3481
388,8.575,3482,3482,3481
389,8.591,3481,3481,3480
390,8.623,3481,3481,3481
391,8.639,3481,3481,3481
392,8.655,3480,3480,3480
393,8.671,3481,3481,3481
394,8.687,3482,3481,3481
395,8.703,3481,3481,3480
396,8.735,3481,3481,3481
397,8.751,3482,3482,3481
398,8.767,3481,3481,3481
399,8.783,3482,3482,3481
400,8.799,3480,3480,3480
401,8.815,3481,3481,3481
402,8.846,3482,3481,3481
403,8.863,3481,3481,3480
404,8.879,3481,3481,3481
405,8.895,3482,3482,3482
406,8.911,3482,3482,3482
407,8.927,3482,3482,3481
408,8.943,3480,3480,3479
409,8.975,3481,3481,3481
410,8.991,3481,3481,3481
411,9.007,3481,3481,3481
412,9.023,3482,3482,3481
413,9.039,3482,3482,3481
414,9.055,3482,3482,3481
415,9.087,3481,3481,3481
416,9.103,3480,3479,3479
417,9.119,3475,3481,3481
418,9.135,3475,3481,3481
419,9.151,3481,3481,3481
420,9.167,3481,3481,3481
421,9.199,3482,3481,3481
422,9.215,3481,3481,3481
423,9.231,3481,3481,3480
424,9.247,3480,3480,3479
425,9.263,3481,3481,3481
426,9.279,3482,3482,3481
427,9.311,3481,3481,3480
428,9.327,3482,3482,3481
429,9.343,3482,3482,3481
430,9.359,3482,3481,3481
431,9.375,3482,3482,3481
432,9.391,3480,3480,3479
433,9.407,3481,3481,3481
434,9.44,3481,3481,3480
435,9.455,3481,3481,3481
436,9.471,3481,3481,3481
437,9.487,3481,3481,3481
438,9.503,3482,3482,3481
439,9.519,3481,3481,3481
440,9.551,3480,3480,3480
441,9.567,3482,3482,3481
442,9.583,3481,3481,3481
443,9.599,3481,3481,3480
444,9.615,3481,3481,3481
445,9.631,3482,3482,3481
446,9.663,3481,3481,3481
447,9.679,3481,3481,3481
448,9.695,3479,3479,3479
449,9.711,3481,3481,3480
450,9.727,3482,3478,3481
451,9.743,3482,3481,3481
452,9.775,3481,3481,3481
453,9.791,3475,3481,3481
454,9.807,3481,3481,3481
455,9.823,3481,3481,3481
456,9.839,3480,3476,3479
457,9.855,3475,3481,3481
458,9.871,3481,3481,3481
459,9.903,3481,3481,3480
460,9.919,3482,3482,3482
461,9.935,3482,3482,3481
462,9.951,3481,3481,3481
463,9.967,3482,3482,3481
464,9.983,3480,3480,3479
465,10.015,3482,3482,3481
466,10.031,3481,3481,3480
467,10.047,3482,3481,3481
468,10.063,3481,3481,3481
469,10.079,3481,3481,3481
470,10.095,3482,3482,3481
471,10.127,3481,3481,3481
472,10.143,3473,3479,3479
473,10.159,3482,3481,3481
474,10.175,3481,3481,3480
475,10.191,3482,3481,3481
476,10.207,3481,3481,3481
477,10.238,3482,3481,3481
478,10.255,3481,3481,3481
479,10.271,3482,3481,3481
480,10.287,3480,3480,3479
481,10.303,3481,3481,3481
482,10.319,3482,3481,3481
483,10.335,3481,3481,3481
484,10.367,3481,3481,3481
485,10.383,3481,3481,3481
486,10.399,3482,3482,3482
487,10.415,3481,3481,3481
488,10.431,3480,3476,3479
489,10.447,3482,3482,3481
490,10.479,3482,3481,3481
491,10.495,3482,3482,3481
492,10.511,3481,3481,3481
493,10.527,3482,3482,3481
494,10.543,3482,3482,3481
495,10.559,3481,3481,3481
496,10.591,3480,3480,3480
497,10.607,3481,3481,3481
498,10.623,3481,3481,3481
499,10.639,3482,3481,3481
500,10.655,3481,3481,3481
501,10.671,3481,3481,3481
502,10.703,3481,3481,3481
503,10.719,3482,3482,3481
504,10.735,3480,3480,3480
505,10.751,3481,3481,3480
506,10.767,3481,3481,3481
507,10.783,3481,3481,3481
508,10.799,3481,3481,3481
509,10.831,3482,3482,3481
510,10.847,3482,3481,3481
511,10.863,3481,3481,3481
512,10.879,3480,3479,3479
513,10.895,3482,3482,3481
514,10.911,3481,3481,3481
515,10.943,3481,3481,3481
516,10.959,3482,3482,3481
517,10.975,3481,3481,3481
518,10.991,3482,3482,3481
519,11.007,3481,3481,3481
520,11.023,3480,3480,3479
521,11.055,3482,3478,3481
522,11.071,3482,3481,3481
523,11.087,3481,3481,3480
524,11.103,3482,3482,3481
525,11.119,3481,3481,3481
526,11.135,3482,3482,3481
527,11.167,3482,3481,3481
528,11.183,3480,3480,3479
529,11.199,3481,3481,3481
530,11.215,3482,3481,3481
531,11.231,3475,3481,3481
532,11.247,3482,3482,3481
533,11.263,3482,3482,3481
534,11.295,3481,3481,3481
535,11.311,3481,3481,3481
536,11.327,3480,3480,3479
537,11.343,3481,3481,3481
538,11.359,3481,3481,3481
539,11.375,3481,3481,3480
540,11.407,3481,3481,3481
541,11.423,3482,3482,3481
542,11.439,3481,3481,3481
543,11.455,3481,3481,3481
544,11.471,3480,3479,3479
545,11.487,3482,3482,3481
546,11.519,3481,3481,3481
547,11.535,3481,3481,3480
548,11.551,3481,3481,3481
549,11.567,3481,3481,3481
550,11.583,3481,3481,3481
551,11.599,3482,3482,3481
552,11.631,3480,3480,3479
553,11.647,3481,3481,3481
554,11.663,3481,3481,3481
555,11.679,3481,3481,3481
556,11.695,3479,3481,3481
557,11.711,3481,3481,3481
558,11.727,3481,3481,3480
559,11.759,3482,3482,3481
560,11.775,3480,3480,3480
561,11.791,3482,3481,3481
562,11.807,3482,3478,3481
563,11.823,3481,3481,3481
564,11.839,3482,3481,3481
565,11.871,3482,3482,3482
566,11.887,3481,3481,3481
567,11.903,3481,3481,3481
568,11.919,3480,3480,3479
569,11.935,3482,3481,3481
570,11.951,3475,3481,3481
571,11.983,3481,3481,3481
572,11.999,3481,3481,3481
573,12.015,3482,3482,3481
574,12.031,3482,3482,3481
575,12.047,3482,3482,3481
576,12.063,3479,3479,3479
577,12.095,3481,3481,3481
578,12.111,3481,3481,3481
579,12.127,3481,3481,3481
580,12.143,3481,3481,3481
581,12.159,3481,3481,3481
582,12.175,3482,3482,3482
583,12.191,3481,3481,3480
584,12.223,3480,3479,3479
585,12.239,3482,3478,3481
586,12.256,3481,3481,3481
587,12.271,3481,3481,3481
588,12.287,3481,3481,3481
589,12.303,3482,3482,3481
590,12.335,3481,3481,3481
591,12.351,3481,3481,3481
592,12.367,3480,3480,3480
593,12.382,3481,3481,3481
594,12.398,3481,3481,3481
595,12.415,3482,3478,3481
596,12.446,3481,3481,3481
597,12.463,3481,3481,3481
598,12.479,3481,3481,3481
599,12.495,3482,3482,3482
600,12.511,3480,3480,3480
601,12.527,3481,3481,3481
602,12.559,3482,3482,3481
603,12.575,3482,3481,3481
604,12.591,3482,3482,3482
605,12.607,3481,3481,3481
606,12.623,3482,3482,3481
607,12.638,3482,3478,3481
608,12.655,3480,3480,3479
609,12.687,3482,3482,3481
610,12.703,3481,3481,3480
611,12.719,3481,3481,3481
612,12.735,3481,3481,3481
613,12.751,3482,3482,3481
614,12.767,3482,3481,3481
615,12.799,3482,3481,3481
616,12.815,3480,3480,3479
617,12.831,3482,3481,3481
618,12.847,3482,3482,3481
619,12.863,3481,3481,3480
620,12.879,3482,3481,3481
621,12.911,3482,3482,3481
622,12.927,3482,3482,3482
623,12.943,3482,3482,3481
624,12.958,3480,3480,3480
625,12.975,3481,3481,3480
626,12.991,3482,3482,3481
627,13.022,3481,3481,3480
628,13.039,3482,3478,3481
629,13.055,3481,3481,3481
630,13.071,3481,3481,3481
631,13.087,3482,3481,3481
632,13.103,3480,3480,3480
633,13.119,3481,3481,3481
634,13.151,3481,3481,3481
635,13.167,3482,3482,3481
636,13.183,3481,3481,3481
637,13.199,3482,3481,3481
638,13.215,3482,3482,3481
639,13.231,3482,3481,3481
640,13.263,3480,3480,3479
641,13.279,3481,3481,3480
642,13.295,3482,3482,3481
643,13.311,3481,3481,3481
644,13.327,3482,3481,3481
645,13.343,3481,3481,3481
646,13.375,3482,3482,3482
647,13.391,3482,3482,3481
648,13.407,3480,3480,3480
649,13.423,3481,3481,3481
650,13.439,3481,3481,3481
651,13.455,3482,3482,3481
652,13.487,3482,3482,3482
653,13.503,3481,3481,3481
654,13.518,3481,3481,3481
655,13.535,3482,3482,3481
656,13.55,3480,3480,3479
657,13.567,3481,3481,3481
658,13.582,3481,3481,3481
659,13.615,3482,3478,3481
660,13.631,3482,3481,3481
661,13.647,3481,3481,3481
662,13.663,3482,3482,3481
663,13.678,3482,3482,3481
664,13.695,3480,3480,3479
665,13.727,3481,3481,3481
666,13.743,3481,3481,3481
667,13.759,3481,3481,3481
668,13.775,3481,3481,3481
669,13.791,3482,3482,3481
670,13.807,3482,3482,3481
671,13.838,3482,3482,3481
672,13.855,3480,3480,3480
673,13.871,3481,3481,3480
674,13.886,3481,3481,3481
675,13.903,3482,3482,3481
676,13.919,3482,3482,3481
677,13.951,3482,3482,3481
678,13.967,3481,3481,3481
679,13.983,3481,3481,3481
680,13.999,3481,3480,3480
681,14.015,3482,3482,3481
682,14.031,3481,3481,3481
683,14.047,3481,3481,3481
684,14.079,3482,3481,3481
685,14.095,3481,3481,3481
686,14.111,3482,3482,3481
687,14.127,3481,3481,3481
688,14.143,3480,3480,3480
689,14.159,3481,3481,3480
690,14.191,3481,3481,3481
691,14.207,3481,3481,3481
692,14.223,3481,3481,3481
693,14.238,3481,3481,3481
694,14.255,3482,3482,3481
695,14.27,3482,3481,3481
696,14.303,3480,3480,3480
697,14.319,3482,3481,3481
698,14.335,3481,3481,3481
699,14.351,3481,3481,3481
700,14.367,3482,3482,3481
701,14.383,3482,3482,3481
702,14.415,3481,3481,3481
703,14.431,3482,3482,3481
704,14.447,3480,3480,3479
705,14.463,3482,3482,3481
706,14.479,3482,3482,3481
707,14.495,3481,3481,3480
708,14.511,3481,3481,3481
709,14.543,3481,3481,3481
710,14.559,3481,3481,3481
711,14.575,3481,3481,3481
712,14.591,3478,3480,3480
713,14.607,3482,3482,3481
714,14.623,3482,3481,3481
715,14.655,3481,3481,3481
716,14.671,3482,3481,3481
717,14.687,3481,3481,3481
718,14.703,3482,3482,3481
719,14.719,3482,3481,3481
720,14.735,3481,3480,3480
721,14.767,3482,3482,3481
722,14.783,3481,3481,3480
723,14.798,3482,3481,3481
724,14.814,3482,3482,3481
725,14.83,3481,3481,3481
726,14.847,3482,3482,3481
727,14.879,3482,3482,3481
728,14.895,3480,3480,3480
729,14.911,3482,3482,3481
730,14.927,3481,3481,3481
731,14.943,3482,3482,3481
732,14.959,3481,3481,3481
733,14.975,3482,3482,3481
734,15.007,3481,3481,3481
735,15.023,3482,3482,3482
736,15.039,3481,3480,3480
737,15.055,3482,3481,3481
738,15.071,3481,3481,3481
739,15.087,3482,3481,3481
740,15.119,3482,3482,3481
741,15.135,3482,3482,3481
742,15.151,3481,3481,3481
743,15.167,3482,3482,3481
744,15.183,3480,3480,3479
745,15.199,3475,3481,3481
746,15.231,3481,3481,3481
747,15.247,3482,3481,3481
748,15.263,3482,3482,3481
749,15.279,3481,3481,3481
750,15.295,3481,3481,3481
751,15.311,3481,3481,3481
752,15.343,3480,3479,3479
753,15.359,3481,3481,3481
754,15.375,3482,3482,3481
755,15.391,3482,3481,3481
756,15.407,3481,3481,3481
757,15.423,3482,3481,3481
758,15.438,3482,3482,3481
759,15.471,3482,3482,3481
760,15.487,3480,3480,3479
761,15.502,3482,3482,3481
762,15.518,3481,3481,3481
763,15.535,3481,3481,3480
764,15.551,3482,3481,3481
765,15.583,3481,3481,3481
766,15.599,3481,3481,3481
767,15.615,3481,3481,3481
768,15.631,3480,3480,3479
769,15.647,3482,3482,3481
770,15.663,3481,3481,3481
771,15.695,3482,3481,3481
772,15.711,3481,3481,3481
773,15.727,3482,3482,3481
774,15.743,3475,3481,3481
775,15.759,3482,3478,3481
776,15.775,3480,3480,3480
777,15.807,3481,3481,3481
778,15.823,3482,3478,3481
779,15.838,3481,3481,3481
780,15.855,3482,3482,3481
781,15.871,3481,3481,3481
782,15.887,3482,3481,3481
783,15.903,3481,3481,3481
784,15.935,3480,3479,3479
785,15.951,3481,3481,3481
786,15.967,3482,3481,3481
787,15.983,3482,3481,3481
788,15.998,3481,3481,3481
789,16.014,3482,3482,3481
790,16.047,3481,3481,3481
791,16.062,3481,3481,3481
792,16.078,3480,3480,3480
793,16.095,3481,3481,3481
794,16.111,3481,3481,3481
795,16.127,3481,3481,3481
796,16.159,3482,3482,3481
797,16.175,3482,3482,3481
798,16.191,3481,3481,3481
799,16.207,3482,3482,3481
800,16.223,3480,3479,3479
801,16.239,3481,3481,3481
802,16.271,3481,3481,3481
803,16.287,3482,3482,3481
804,16.303,3481,3481,3481
805,16.319,3481,3481,3481
806,16.335,3481,3481,3481
807,16.351,3482,3482,3481
808,16.367,3480,3480,3480
809,16.399,3481,3481,3481
810,16.415,3482,3481,3481
811,16.431,3482,3482,3481
812,16.447,3481,3481,3481
813,16.463,3481,3481,3481
814,16.478,3482,3482,3481
815,16.511,3481,3481,3481
816,16.527,3480,3480,3479
817,16.543,3481,3481,3480
818,16.559,3481,3481,3481
819,16.575,3481,3481,3481
820,16.591,3481,3481,3481
821,16.622,3481,3481,3481
822,16.639,3482,3481,3481
823,16.655,3481,3481,3481
824,16.671,3480,3479,3479
825,16.687,3481,3481,3481
826,16.703,3482,3482,3481
827,16.735,3481,3481,3480
828,16.75,3482,3482,3481
829,16.767,3481,3481,3481
830,16.783,3482,3481,3481
831,16.799,3482,3478,3481
832,16.815,3480,3480,3480
833,16.831,3482,3481,3481
834,16.863,3481,3481,3481
835,16.878,3482,3480,3481
836,16.895,3481,3481,3481
837,16.911,3481,3481,3480
838,16.927,3482,3481,3481
839,16.943,3482,3482,3481
840,16.975,3480,3480,3479
841,16.991,3481,3481,3481
842,17.007,3481,3481,3481
843,17.023,3481,3481,3481
844,17.038,3481,3481,3481
845,17.054,3481,3481,3481
846,17.086,3481,3481,3481
847,17.103,3482,3482,3481
848,17.119,3480,3480,3480
849,17.135,3481,3481,3481
850,17.151,3481,3481,3481
851,17.166,3481,3481,3481
852,17.198,3481,3481,3481
853,17.215,3482,3482,3482
854,17.231,3482,3482,3481
855,17.246,3481,3481,3481
856,17.263,3481,3477,3480
857,17.279,3482,3482,3481
858,17.295,3482,3481,3481
859,17.326,3481,3481,3481
860,17.343,3481,3481,3480
861,17.359,3482,3481,3481
862,17.375,3482,3482,3481
863,17.391,3482,3482,3481
864,17.407,3480,3478,3479
865,17.438,3481,3481,3481
866,17.454,3482,3478,3481
867,17.47,3482,3482,3481
868,17.487,3481,3481,3481
869,17.502,3482,3482,3481
870,17.519,3481,3481,3481
871,17.551,3482,3482,3481
872,17.567,3480,3480,3479
873,17.583,3482,3482,3481
874,17.598,3481,3481,3481
875,17.615,3481,3481,3481
876,17.631,3481,3481,3481
877,17.663,3482,3482,3481
878,17.679,3481,3481,3481
879,17.695,3481,3481,3481
880,17.711,3480,3480,3480
881,17.726,3481,3481,3481
882,17.742,3482,3482,3481
883,17.758,3481,3481,3481
884,17.79,3475,3481,3481
885,17.806,3481,3481,3481
886,17.822,3482,3478,3481
887,17.838,3482,3482,3481
888,17.854,3480,3480,3480
889,17.87,3482,3481,3481
890,17.902,3482,3482,3481
891,17.918,3481,3481,3481
892,17.934,3481,3481,3481
893,17.95,3482,3482,3481
894,17.966,3481,3481,3481
895,17.982,3482,3482,3481
896,18.014,3480,3480,3479
897,18.03,3481,3481,3481
898,18.046,3482,3482,3481
899,18.062,3481,3481,3481
900,18.078,3481,3481,3480
901,18.094,3481,3481,3481
902,18.126,3481,3481,3481
903,18.142,3482,3482,3481
904,18.159,3480,3480,3480
905,18.175,3481,3481,3480
906,18.19,3482,3482,3481
907,18.206,3481,3481,3481
908,18.222,3481,3481,3481
909,18.254,3481,3481,3481
910,18.27,3481,3481,3481
911,18.286,3482,3481,3481
912,18.302,3477,3479,3479
913,18.318,3482,3481,3481
914,18.334,3481,3481,3480
915,18.366,3482,3478,3481
916,18.382,3482,3482,3481
917,18.398,3481,3481,3481
918,18.414,3481,3481,3481
919,18.43,3481,3481,3481
920,18.446,3480,3480,3480
921,18.478,3481,3481,3481
922,18.494,3481,3481,3481
923,18.51,3481,3481,3480
924,18.526,3482,3482,3481
925,18.542,3482,3482,3481
926,18.558,3481,3481,3481
927,18.59,3481,3481,3481
928,18.606,3480,3480,3479
929,18.622,3481,3481,3480
