N_event,t_trig,tP1
36978,13065.107,937
37272,13168.753,1507
37478,13238.079,391
37521,13254.959,787
37739,13332.52,849
37787,13350.428,171
37855,13373.836,83
37881,13383.611,250
37924,13403.179,1803
38133,13470.633,93
38290,13525.352,361
38689,13670.933,198
38694,13673.285,289
38953,13771.202,6
39370,13928.11,456
39438,13957.182,262
39516,13987.453,261
39622,14024.812,52
39788,14091.402,483
40251,14253.991,1816
40733,14423.875,337
41385,14663.389,1992
41484,14698.22,1340
41704,14774.634,586
41720,14782.393,130
41863,14834.296,14
42093,14913.478,37
42161,14936.033,199
42179,14943.606,232
42865,15187.488,1227
42986,15224.575,713
43159,15284.781,58
43303,15330.973,86
43350,15343.676,272
43367,15354.46,625
43395,15362.988,13
43574,15419.691,49
43625,15440.618,56
43675,15458.283,171
43691,15462.511,2319
43794,15499.001,102
43951,15558.791,1213
43993,15572.583,112
44192,15635.845,359
44544,15766.818,12
44564,15774.418,39
44619,15797.058,648
44792,15863.728,3261
45391,16072.091,173
45525,16114.153,357
45879,16238.887,445
45906,16246.742,155
45911,16248.647,1
46061,16299.766,368
46249,16367.331,1666
46646,16512.08,1294
46700,16532.0,472
46816,16571.386,169
46836,16579.823,737
46995,16639.405,149
47277,16729.995,549
47405,16775.466,1721
47497,16813.018,1205
47713,16889.543,208
47735,16895.591,30
47997,16991.252,235
48019,16999.365,11
48219,17071.842,1577
48555,17201.215,2282
48567,17204.992,904
48773,17268.462,396
48844,17289.454,62
49029,17352.076,430
49063,17363.18,838
49267,17448.762,339
49610,17572.951,85
49791,17643.573,411
49884,17679.173,470
50395,17866.88,39
50768,17997.565,776
50795,18005.405,1099
50998,18078.412,286
51138,18129.93,1179
51400,18223.144,216
51500,18259.335,932
51569,18286.582,272
51800,18369.444,12
52052,18461.362,88
52181,18499.857,71
52200,18505.265,101
52237,18518.049,296
52252,18523.968,1346
52484,18607.406,150
52640,18663.645,20
52690,18679.917,1
52754,18699.644,218
52765,18704.812,303
54196,19206.256,491
54308,19246.047,431
54524,19324.958,843
54571,19347.34,2320
55177,19574.632,145
55219,19595.335,507
55618,19739.347,3892
55976,19862.897,264
56628,20107.579,1087
56741,20148.266,1793
56829,20177.738,1727
56879,20193.049,2664
56981,20223.956,541
56984,20225.977,435
57433,20384.404,53
57485,20403.461,189
57578,20432.052,484
58169,20652.158,313
58288,20694.83,107
58631,20820.298,613
58774,20879.865,13
58893,20921.731,320
59123,21006.517,1600
59347,21086.82,791
59397,21104.244,74
59856,21268.064,128
59868,21272.911,48
59951,21301.263,136
60132,21365.758,102
60421,21465.964,285
60516,21500.506,1073
61095,21714.07,586
61307,21787.044,84
61357,21803.843,1869
61446,21836.37,65
61753,21955.568,68
61946,22026.078,103
62410,22185.221,755
62543,22233.753,288
63155,22465.924,96
63237,22496.659,34
63461,22582.081,191
63677,22653.583,675
63703,22665.663,811
63710,22668.175,259
63843,22716.111,262
63898,22736.829,217
64166,22836.523,1233
64174,22838.538,26
64235,22862.731,199
64269,22873.146,3597
64484,22946.169,691
64667,23021.058,928
64702,23033.51,1527
65197,23213.323,712
65243,23230.714,1849
65280,23244.074,396
65432,23299.686,253
65826,23448.924,1159
66385,23659.737,1841
66413,23668.909,38
66479,23692.172,56
66846,23826.883,601
67413,24049.46,42
67572,24109.505,151
67619,24127.104,293
67805,24190.7,82
68233,24349.922,219
68360,24396.398,28
68365,24400.11,372
68397,24415.405,148
68511,24456.091,36
68857,24584.611,331
68863,24587.172,267
68913,24602.194,658
68986,24630.448,1712
69052,24660.495,78
69236,24723.995,331
69973,24996.027,45
70160,25069.942,1355
70249,25095.397,75
71055,25389.764,18
71290,25474.719,621
71511,25557.578,909
71555,25572.425,10
71696,25624.39,367
71876,25697.042,81
72324,25860.041,544
72559,25942.132,181
72595,25955.108,240
72893,26070.334,1830
72932,26086.829,615
73327,26234.708,2414
74489,26630.16,113
74557,26657.983,361
74868,26776.888,87
74889,26784.824,23
75076,26854.868,295
75083,26858.963,64
75141,26873.987,90
75413,26968.014,8
75677,27061.177,576
75890,27137.35,652
76343,27303.709,534
76659,27418.552,87
77044,27550.736,659
77115,27577.376,1602
77670,27770.854,1599
77744,27796.356,57
77933,27870.641,1467
78170,27955.133,508
78207,27969.549,73
78758,28162.659,699
78775,28169.796,37
78857,28194.818,16
78933,28223.488,309
79097,28270.542,45
79540,28421.991,550
79767,28502.931,1716
79926,28563.361,0
80170,28654.508,3
80262,28686.699,129
80265,28688.491,126
80604,28810.213,218
80764,28870.019,603
81489,29148.774,2153
82674,29551.812,62
82815,29605.378,19
82951,29653.215,71
83125,29723.133,3173
83541,29869.158,539
83620,29895.414,1182
83641,29901.381,438
83680,29915.887,4
83686,29917.349,1699
83882,29991.554,589
84063,30052.254,1538
84113,30067.278,320
84326,30149.067,1242
84589,30228.487,6
84776,30290.869,18
85094,30400.193,781
85333,30484.397,102
85363,30495.804,457
85484,30539.85,5
85551,30561.002,43
85704,30615.635,2870
85822,30655.557,284
85946,30693.551,115
86027,30724.962,906
86106,30754.497,44
86350,30834.942,357
86614,30923.579,51
86766,30977.816,261
86873,31016.279,946
86982,31050.837,219
86999,31055.878,879
87029,31067.973,525
87113,31097.828,243
87251,31147.745,407
87374,31192.927,1253
87472,31235.022,208
87797,31360.09,1682
87946,31412.263,294
88000,31436.038,627
88006,31437.43,333
88189,31501.252,1076
88539,31626.127,13
88778,31719.131,1268
88959,31775.657,62
89034,31809.272,429
89448,31960.962,841
89462,31964.498,8
89949,32145.051,839
90540,32363.635,222
90547,32366.739,701
90784,32448.96,363
90845,32478.302,144
90906,32502.446,110
91492,32717.237,319
91649,32772.771,388
91807,32831.393,107
91826,32837.186,618
91849,32850.368,41
92006,32900.943,1241
92041,32913.438,114
92140,32947.261,320
92285,32993.531,645
92510,33070.84,50
92522,33075.993,107
92874,33206.963,425
92957,33235.154,243
93043,33261.985,459
93294,33349.086,456
93901,33548.791,106
93933,33559.351,602
94091,33621.412,1127
94121,33634.373,191
94205,33663.299,513
94757,33865.964,408
94862,33903.803,30
95091,33981.976,3960
95230,34033.782,300
95318,34061.477,346
96004,34292.221,379
96024,34299.484,1142
96143,34340.412,86
96168,34349.612,3436
96220,34364.49,175
96222,34365.451,409
96457,34452.36,123
96473,34459.369,684
96488,34463.287,2387
96494,34464.311,1759
96546,34484.071,551
96702,34546.645,88
96838,34601.363,1865
96906,34625.826,29
97137,34705.455,61
97215,34728.479,199
97405,34796.295,183
97411,34797.548,329
97537,34841.083,872
97751,34915.416,113
97772,34922.056,205
98200,35065.986,1550
98451,35156.832,583
98554,35192.223,781
98603,35208.014,1129
99499,35530.996,778
99669,35592.209,246
99928,35684.878,29
100283,35816.634,794
100309,35826.635,2732
100461,35873.592,893
100739,35966.869,711
100994,36057.346,58
101096,36093.425,29
101107,36096.145,110
101122,36101.537,856
101370,36194.958,112
101607,36284.587,41
101614,36287.355,222
101750,36343.449,75
101900,36398.6,107
101933,36410.583,537
101944,36414.007,31
101980,36428.998,105
102029,36446.166,831
102072,36456.485,742
102351,36566.514,495
102528,36628.32,155
102710,36687.486,797
102884,36750.06,25
102919,36761.34,143
103271,36887.736,192
103443,36941.751,2415
103982,37123.041,185
104157,37187.551,79
104204,37204.831,285
104258,37223.005,60
104306,37242.296,210
104445,37286.571,127
104493,37299.819,382
104498,37302.139,1027
104715,37381.337,565
104809,37411.975,22
104964,37465.862,321
105481,37645.52,146
105544,37664.496,18
105572,37672.56,660
105665,37705.567,42
105765,37745.87,634
105863,37774.957,91
105899,37786.476,2
105998,37828.475,354
106674,38075.604,65
106773,38106.051,2771
106831,38127.09,3504
106887,38144.689,32
106971,38178.304,487
107227,38274.861,1067
107503,38366.218,996
107763,38456.28,118
107790,38468.823,548
107923,38514.983,637
108064,38563.412,269
108274,38639.683,7
108452,38698.769,116
108609,38755.151,198
108621,38759.504,62
108839,38833.18,604
109144,38941.466,118
109209,38961.369,312
109388,39030.775,833
109627,39102.02,808
109691,39123.732,167
109821,39166.563,1277
110050,39245.953,118
110116,39273.472,655
110121,39274.063,3686
110458,39392.556,3173
110527,39419.756,250
110589,39439.899,65
110657,39471.961,83
111101,39632.357,37
111373,39723.459,830
111420,39739.042,1365
111531,39774.769,382
111695,39833.162,13
111707,39836.672,1111
111760,39853.119,363
112205,40003.418,2292
112249,40020.314,107
112451,40098.152,788
112681,40178.229,154
112708,40192.869,187
113245,40389.504,848
113711,40548.603,493
114083,40681.399,2591
114104,40689.719,1507
114120,40694.594,77
114296,40757.253,3135
114673,40899.718,368
114726,40916.625,282
114730,40917.841,2304
114893,40976.143,322
114911,40980.735,812
114943,40993.231,335
115361,41150.57,247
115443,41178.793,295
115499,41202.585,2185
115659,41253.783,464
116277,41471.825,112
116295,41476.465,503
116486,41546.063,582
116513,41553.775,69
116539,41562.926,737
116745,41641.756,79
117127,41787.112,390
117315,41842.807,144
117487,41897.189,71
117568,41924.949,1354
117819,42019.314,636
118160,42143.79,537
118175,42147.822,37
118198,42155.294,229
118424,42241.804,431
118462,42254.075,29
118529,42273.642,104
118964,42425.879,605
119012,42442.374,98
119647,42669.136,1245
119828,42723.15,413
119935,42765.038,274
119988,42784.029,1171
120502,42968.648,3
120527,42981.815,153
120939,43106.708,483
121580,43345.374,717
121616,43359.853,81
121844,43445.275,479
121885,43459.595,93
122040,43515.305,69
122542,43686.036,3673
122569,43695.621,53
122719,43746.435,738
122806,43778.37,124
123019,43857.072,361
123238,43940.814,694
123410,44004.604,754
123978,44203.559,117
124220,44283.205,811
124742,44473.68,1425
124831,44502.239,155
124884,44522.126,17
125085,44598.317,344
125499,44736.073,221
125757,44825.415,163
125818,44845.158,215
125933,44883.989,928
126440,45068.192,644
126561,45116.254,546
126570,45119.071,121
126682,45155.597,129
126751,45184.637,199
127078,45294.314,1506
127100,45302.873,71
127138,45314.618,164
127148,45317.85,203
127342,45388.744,55
127352,45391.225,277
127647,45499.141,735
128528,45811.805,6
128559,45824.781,3715
128737,45892.091,108
128988,45975.353,289
129014,45983.432,549
129212,46060.71,279
129470,46160.676,407
129910,46295.952,56
130165,46381.823,342
130939,46654.631,1589
131271,46773.94,46
131603,46899.2,182
131637,46911.057,87
131648,46913.377,175
131743,46944.912,252
131939,47013.374,141
132479,47192.217,699
132499,47198.873,23
132503,47201.177,596
132590,47234.44,202
132600,47236.936,1138
132633,47248.457,750
132920,47340.069,178
133054,47381.204,16
133179,47430.275,198
133244,47454.707,376
133545,47565.888,368
133782,47649.422,691
133788,47652.35,738
133835,47669.917,2
134007,47735.708,35
134117,47778.058,439
134150,47793.929,59
134194,47808.682,789
134209,47814.026,62
134456,47895.207,1549
134645,47960.581,1604
135012,48090.707,434
135214,48170.656,92
135394,48233.23,202
135567,48292.936,21
135576,48295.405,519
136056,48462.137,1038
136160,48496.232,488
136576,48641.749,1068
136686,48680.916,286
136839,48733.25,1180
136952,48774.961,298
137060,48809.84,150
137340,48906.365,29
137364,48914.43,3402
137428,48931.517,508
137445,48937.469,370
137558,48981.148,328
137709,49037.866,126
137754,49052.522,2148
137851,49092.329,1380
138007,49146.2,5
138541,49331.124,470
138897,49466.832,173
139271,49606.685,301
139344,49635.339,154
139469,49680.123,663
139717,49773.112,253
139827,49811.463,498
139838,49816.375,169
140753,50135.471,140
141025,50229.148,163
141084,50253.948,4009
141135,50276.684,142
141165,50285.148,31
141468,50398.249,540
141601,50455.911,683
142098,50615.108,3498
142151,50632.355,894
142158,50633.7,544
142191,50647.522,1912
142361,50703.585,26
142976,50909.757,646
142992,50914.556,348
143107,50951.243,336
143145,50962.331,41
143261,51003.722,856
143381,51043.816,50
143479,51073.912,23
143565,51100.984,1018
143617,51119.159,518
143842,51200.677,465
143904,51223.621,355
143925,51230.084,1191
143931,51231.572,219
144407,51398.513,145
144558,51456.43,109
144577,51462.815,230
144592,51467.727,428
144696,51502.766,315
144701,51504.19,824
144916,51584.715,19
145323,51740.951,474
145375,51759.735,510
145498,51807.206,337
145804,51920.227,67
145842,51932.77,166
145890,51948.339,309
146070,52004.865,815
146247,52062.624,662
146600,52196.109,720
146737,52244.619,2015
146761,52252.347,384
146782,52261.13,1103
146786,52262.155,2106
147322,52450.262,569
147455,52499.493,1195
147649,52569.044,91
148004,52693.057,197
148318,52800.558,650
148736,52958.986,891
148804,52984.649,595
149032,53077.175,159
149087,53101.351,805
149719,53327.281,756
149979,53410.863,562
150100,53446.254,110
150412,53561.195,2414
151052,53775.766,66
151402,53901.507,223
151663,53998.384,327
151956,54105.118,49
152294,54213.148,83
153565,54662.737,314
154181,54882.459,223
154590,55031.576,503
154755,55089.558,54
154999,55177.892,282
155063,55203.524,271
155491,55353.679,30
155923,55507.388,443
156405,55678.12,143
156493,55708.888,1549
156549,55726.999,2684
156583,55739.175,398
156627,55753.03,797
156758,55803.941,862
156807,55820.997,1448
156834,55832.789,233
156943,55870.611,260
157011,55891.712,20
157237,55976.444,1023
157245,55980.235,705
157267,55988.794,287
157314,56000.793,410
157445,56044.486,22
157587,56103.667,616
157897,56208.027,1880
158172,56294.085,139
158220,56311.172,734
158332,56348.913,45
158422,56385.103,414
158439,56390.927,372
158557,56438.7,211
158559,56439.675,392
159012,56597.681,707
159164,56651.342,217
159868,56910.109,537
160073,56983.272,571
160251,57055.843,554
160277,57066.243,588
160403,57110.112,234
160605,57180.172,3947
161120,57360.64,490
161143,57370.192,867
161175,57380.25,1028
161185,57385.118,314
161323,57433.964,248
161410,57470.81,1304
161526,57513.575,105
161643,57558.772,76
161692,57576.114,729
162008,57687.484,859
162196,57750.552,902
162522,57864.642,256
162576,57881.664,524
162679,57912.463,1708
162867,57987.258,1041
162868,57987.434,265
163793,58345.014,2173
163978,58414.401,118
163987,58417.761,93
164534,58613.398,2197
164536,58615.462,185
164541,58617.83,513
165173,58854.808,1573
165600,58996.177,484
165609,58999.729,212
165837,59076.253,143
166089,59167.8,99
166197,59205.461,398
166956,59459.128,449
167030,59485.462,1289
167609,59701.147,24
168069,59855.667,167
168149,59884.274,12
168165,59888.306,357
168490,60003.964,361
168579,60034.154,1529
168729,60086.631,21
168870,60135.509,5
168967,60170.387,501
169086,60209.201,100
169131,60223.024,103
169542,60375.608,207
169626,60401.88,436
170092,60560.719,562
170529,60708.968,215
170617,60744.263,1967
170635,60751.99,1166
170839,60829.982,774
171483,61047.863,1206
171639,61105.141,547
171675,61117.204,294
172184,61300.236,1810
172186,61300.939,180
172243,61319.323,38
172280,61332.282,75
172416,61380.275,248
172428,61384.04,170
172522,61421.478,313
172637,61459.812,564
173004,61588.558,40
173161,61637.405,0
173276,61671.146,1351
173344,61698.617,479
173869,61887.152,415
173892,61895.44,1198
173996,61933.118,12
174694,62180.083,150
174909,62260.896,64
175021,62305.102,252
175196,62359.788,120
175272,62386.81,423
175641,62522.421,638
175798,62578.497,595
175859,62602.561,25
175901,62616.688,1970
176241,62746.107,2342
176447,62825.575,15
176804,62967.377,55
176840,62982.369,413
176983,63031.727,520
177079,63059.677,3709
177100,63067.66,1155
178009,63384.16,336
178385,63519.45,17
178427,63532.969,2204
178738,63637.813,51
178890,63684.675,418
178997,63719.586,83
179113,63766.8,1658
179228,63810.926,389
179414,63878.139,21
179415,63878.331,591
179497,63906.922,101
179576,63934.92,2936
179865,64048.517,169
180192,64168.271,129
180200,64172.08,476
180621,64335.944,7
180856,64422.39,11
180880,64429.989,46
180956,64457.364,649
181192,64545.632,168
181200,64549.072,632
181250,64565.871,692
181397,64614.286,233
181500,64649.276,63
181585,64683.371,210
181604,64689.499,115
181770,64749.049,298
181806,64757.352,72
181932,64802.326,81
182326,64944.05,184
182569,65030.046,560
182705,65075.164,119
183131,65227.046,312
183219,65255.889,1140
183320,65288.18,471
183816,65470.829,28
183905,65498.684,200
184201,65593.865,46
184298,65626.183,561
184347,65640.248,827
184543,65708.372,28
184679,65755.554,219
185393,66004.41,660
185516,66055.591,2260
185691,66118.389,1539
186248,66336.877,369
186410,66396.315,143
186615,66475.624,87
186679,66493.624,780
186693,66496.935,99
187381,66739.871,369
187428,66755.375,2375
187739,66858.779,7
187827,66891.082,437
188000,66946.2,1202
188063,66965.158,3411
188220,67020.485,1005
188411,67091.282,527
188773,67215.133,469
188879,67252.285,2820
188891,67257.885,321
189007,67299.643,175
189150,67348.857,1599
189549,67498.612,110
189589,67514.564,28
189701,67547.218,71
189716,67551.106,144
189831,67588.913,111
189949,67626.543,377
190089,67675.998,3887
190132,67691.774,186
190206,67712.045,545
190215,67714.781,664
190512,67813.69,58
190548,67826.889,1974
190653,67867.528,721
190690,67879.047,238
190745,67899.831,18
190817,67926.71,493
191041,68008.963,964
191228,68074.64,660
191257,68083.968,172
191299,68096.784,3653
191381,68123.951,1067
191431,68143.502,563
191714,68243.451,100
191755,68259.53,158
191832,68282.906,609
192115,68384.791,1074
192352,68469.332,1033
192527,68527.937,552
192863,68657.549,52
193279,68799.465,633
193352,68821.395,431
193810,68992.034,1333
193941,69034.912,1549
193986,69048.945,211
194676,69291.129,91
194781,69325.335,48
194894,69370.838,15
194964,69393.653,60
195287,69507.361,22
195324,69519.057,956
195781,69673.18,413
196048,69766.153,129
196065,69771.737,749
196259,69841.303,83
196279,69848.199,96
196289,69850.103,70
196439,69901.141,488
196734,70013.681,577
196941,70091.439,591
197079,70140.798,262
197195,70180.925,51
197329,70224.875,31
197366,70237.994,781
197525,70287.352,2546
197796,70382.422,718
197828,70397.045,164
198015,70468.611,1067
198293,70567.408,2258
198702,70703.644,44
198802,70739.482,388
198823,70745.658,317
198904,70773.017,1637
199303,70908.854,70
199592,71011.635,147
200069,71182.221,52
200500,71342.472,212
200781,71442.149,745
200889,71482.98,494
201004,71522.243,3132
201400,71657.054,929
201499,71695.757,4025
201568,71721.437,387
201631,71744.46,3015
201869,71828.266,59
201966,71860.872,839
202104,71906.791,72
202268,71960.821,205
202281,71967.526,401
202544,72050.547,121
202654,72087.218,416
202877,72170.175,797
202931,72190.126,15
203053,72232.43,142
203060,72235.613,203
203107,72252.605,98
203436,72373.69,37
203483,72389.081,1232
203871,72517.589,415
203901,72528.693,372
203942,72538.885,1287
204026,72571.971,127
204043,72576.564,990
204271,72657.025,268
204427,72712.736,72
204608,72777.374,95
204794,72840.187,850
204836,72857.579,193
204952,72894.522,175
205085,72945.433,301
205168,72969.88,34
205241,72996.119,239
205575,73118.293,151
205787,73190.865,14
206132,73322.382,583
206253,73366.461,1021
206632,73503.993,386
206736,73543.079,492
206837,73582.327,47
206866,73592.79,44
206930,73611.766,974
207080,73663.86,635
207301,73736.738,590
207690,73886.478,491
207842,73940.444,30
208136,74045.369,698
208213,74071.609,32
208236,74080.648,1308
208479,74163.749,1086
208582,74198.789,5
208777,74259.139,323
208884,74292.386,3679
209175,74394.143,108
209544,74531.723,697
209633,74560.971,208
209761,74604.378,601
209786,74610.761,24
209965,74674.951,61
210042,74701.335,262
210108,74723.927,252
210266,74772.965,578
210878,74989.854,459
210922,75006.91,180
211178,75099.532,102
211247,75131.466,392
211335,75165.114,80
211367,75177.545,176
211442,75204.984,983
211600,75266.775,315
211861,75358.34,234
212133,75458.706,973
212184,75475.056,163
212457,75576.559,30
212723,75673.756,1086
212762,75691.467,58
212810,75707.562,833
212829,75714.058,294
212890,75734.298,195
212920,75743.45,305
213133,75813.303,911
213254,75854.775,84
213350,75882.422,1278
213497,75929.749,371
213505,75932.468,561
214020,76122.751,6
214142,76164.734,135
214310,76228.94,299
214314,76229.884,794
214391,76254.924,976
214540,76305.595,56
214676,76352.504,81
214704,76360.895,73
214919,76445.958,182
215122,76520.916,563
215166,76539.076,593
215360,76605.506,1664
215451,76635.026,396
215641,76711.04,280
215659,76716.687,53
215868,76791.645,369
215877,76793.565,89
216001,76834.652,413
216338,76957.721,8
216731,77098.693,363
216949,77175.763,2194
217013,77199.011,1110
217423,77345.342,318
217697,77447.275,816
217780,77478.506,489
217857,77502.746,2150
217858,77502.762,700
218114,77599.895,733
218293,77664.422,545
218534,77749.491,325
218577,77764.947,715
218665,77802.194,113
218992,77913.407,96
219122,77962.526,1428
219283,78011.053,521
219300,78017.228,81
219407,78055.979,873
219938,78232.615,29
220043,78267.362,586
220132,78299.524,83
220530,78453.361,227
220604,78476.704,28
220987,78609.597,36
220996,78612.812,62
221414,78754.905,258
221568,78812.055,147
221591,78818.727,165
221749,78877.397,141
222023,78974.739,59
222097,78999.442,719
222389,79101.344,112
222579,79170.174,11
222596,79178.494,825
222649,79198.718,93
222706,79220.621,1467
222723,79226.524,33
222781,79243.166,75
222814,79254.604,390
222819,79255.468,142
223103,79351.721,559
223276,79411.273,390
223519,79500.15,820
223561,79512.389,3787
223716,79563.54,246
223749,79570.931,16
224476,79838.589,995
225342,80140.517,11
225481,80190.803,726
225515,80205.267,465
225896,80341.28,321
226059,80396.19,227
226155,80431.389,843
226157,80431.677,580
226389,80513.499,450
226671,80614.905,40
226723,80633.736,449
226978,80712.597,859
227272,80809.828,353
227402,80850.626,58
227411,80855.331,1177
227537,80901.617,2549
227587,80922.929,1573
227660,80946.395,1261
228034,81080.78,287
228079,81100.044,958
228100,81105.036,149
228148,81126.235,86
228392,81212.729,261
228406,81217.433,5
228434,81228.584,1
228459,81237.209,1619
228641,81293.207,13
228769,81334.438,6
228775,81336.07,180
228897,81387.636,412
229124,81472.766,795
229257,81520.162,30
229570,81641.742,19
229657,81675.912,228
229945,81787.019,221
229984,81799.082,553
230056,81825.13,255
230073,81832.457,1813
230142,81857.736,0
230375,81953.03,201
230765,82101.042,181
230777,82104.691,0
230812,82115.266,31
230906,82150.625,899
230947,82166.976,128
231090,82218.879,179
231167,82249.118,3295
231391,82324.445,508
231861,82491.561,1761
232175,82599.557,440
232197,82607.046,134
232438,82693.299,50
232748,82809.44,847
232959,82882.574,234
233420,83039.979,1128
233481,83058.298,2089
233729,83144.568,262
233976,83231.861,2322
234091,83276.277,97
234324,83349.315,6
234757,83511.086,285
234773,83518.974,489
235025,83612.397,233
235099,83638.715,271
235188,83668.139,35
235317,83704.858,251
235514,83772.04,401
235844,83900.485,672
235993,83957.46,142
236171,84030.083,2046
236404,84109.103,413
236419,84112.959,7
236448,84122.927,445
236776,84237.388,641
236957,84292.987,3839
237620,84532.965,9
237637,84542.277,366
237896,84628.018,264
237907,84630.419,1823
237919,84634.978,1150
238151,84718.736,162
238296,84770.639,0
238488,84842.398,492
238769,84946.715,1929
238826,84968.762,37
239196,85110.023,695
239390,85180.197,69
239465,85205.253,377
239579,85248.307,605
239596,85253.395,513
239855,85348.913,945
239981,85389.904,688
240247,85483.197,1188
240628,85623.322,27
240835,85690.808,646
240888,85705.432,478
241020,85755.702,564
241035,85761.446,167
241090,85784.582,1628
241121,85795.317,136
241256,85840.884,75
241328,85864.58,60
242206,86177.437,129
242327,86226.203,64
242604,86329.16,1453
242657,86342.488,357
242658,86342.792,303
242881,86421.814,775
242920,86437.078,693
243021,86474.117,690
243263,86558.339,373
243297,86573.075,67
243451,86625.121,111
243858,86760.542,462
243937,86796.973,474
244055,86844.263,1951
244545,87024.088,8
244727,87090.726,304
244865,87135.717,1859
244895,87145.941,31
245000,87183.875,52
245281,87291.873,767
245455,87360.319,383
245461,87361.247,733
245469,87365.183,425
245761,87463.581,2362
246075,87573.302,1632
246194,87615.865,384
246349,87667.24,1505
246567,87746.854,361
246900,87860.147,257
246911,87862.947,530
246995,87890.099,402
247036,87906.21,313
247064,87916.881,869
247104,87929.345,1902
247142,87942.225,157
247188,87959.553,3
247200,87964.32,57
247399,88027.47,896
248115,88290.392,3
248140,88299.064,49
248246,88337.623,107
248269,88345.991,2076
248304,88360.119,106
248307,88361.655,622
248357,88378.086,98
248403,88394.613,399
248688,88494.067,232
