N_event,t_trig,tP3
607364,216336.143,249
607420,216352.43,35
607546,216393.453,1661
607706,216451.532,483
608005,216558.073,1296
608131,216608.568,408
608189,216627.288,152
608769,216833.811,141
608804,216841.794,378
609872,217214.088,2146
610034,217272.263,44
610099,217293.559,145
610278,217360.021,474
610584,217468.498,235
610649,217498.29,1702
610783,217552.833,545
610948,217613.903,402
611150,217676.67,96
611328,217742.347,21
611332,217743.979,773
611653,217856.473,107
611709,217878.264,142
611864,217935.319,275
611972,217972.518,939
612409,218127.538,178
612647,218210.383,220
612779,218263.518,295
612853,218291.886,2868
612854,218292.286,424
612968,218333.869,13
613162,218404.443,139
613223,218425.835,57
613290,218450.282,43
613309,218456.25,564
613556,218542.248,175
613853,218645.909,183
613966,218689.092,52
614040,218720.483,182
614078,218733.155,36
614548,218891.183,669
614574,218901.006,169
614835,218999.981,2423
614862,219008.636,757
614914,219025.26,962
615219,219131.145,741
615361,219178.776,271
615711,219304.901,1175
616230,219489.921,259
616329,219519.151,1313
616451,219558.094,2777
616599,219622.957,30
616600,219623.053,500
616974,219758.375,55
617032,219783.572,227
617336,219889.838,1889
617583,219979.399,390
617605,219985.463,888
617759,220041.972,92
618177,220204.49,455
618429,220305.092,870
618500,220329.346,521
618572,220356.831,227
618809,220458.169,884
618815,220459.593,1506
619259,220617.359,105
619356,220662.364,2199
619548,220727.449,28
619560,220733.016,268
620158,220942.987,61
620366,221018.999,345
620544,221084.755,515
620847,221197.292,411
620863,221203.131,108
620886,221214.027,16
621073,221277.719,30
621184,221322.773,208
621580,221455.182,131
621644,221481.467,679
621993,221611.924,914
622287,221711.406,176
622469,221773.627,32
622815,221896.371,2932
623175,222016.669,45
623753,222229.489,940
623774,222237.568,269
623902,222285.614,421
624075,222349.418,202
624221,222397.655,16
624256,222411.079,11
624681,222551.056,894
624773,222582.093,101
625545,222842.751,837
625816,222930.683,1207
625956,222974.312,644
626264,223091.874,52
626778,223267.417,205
627632,223579.834,108
627665,223589.513,90
627943,223693.188,252
628288,223815.95,2633
628296,223818.846,395
628438,223872.378,1363
628526,223901.146,33
628530,223901.753,49
628648,223940.759,234
628891,224021.331,71
628950,224041.986,642
629180,224123.199,391
629209,224132.782,278
629566,224246.584,947
629661,224280.534,1393
629899,224368.594,205
629925,224377.538,577
630275,224506.94,199
630444,224566.553,257
630878,224730.962,214
630953,224757.552,28
630968,224767.375,1086
631647,225000.901,174
631650,225003.172,212
631653,225004.773,324
631792,225050.227,155
631815,225061.362,980
631866,225078.497,87
632045,225141.486,1450
632048,225142.462,14
632219,225207.579,314
632480,225295.384,26
632575,225329.733,337
632660,225360.165,286
632712,225380.612,418
634490,226015.895,428
635687,226460.02,252
635965,226556.608,956
636106,226605.646,450
636151,226622.525,931
636166,226628.045,341
636428,226725.049,49
636470,226739.912,266
636612,226789.798,948
636962,226913.889,263
637165,226988.654,265
637881,227227.156,41
638074,227294.974,1395
638163,227321.568,207
638199,227331.808,313
638227,227339.856,205
638468,227429.228,1266
638554,227457.482,680
638607,227473.69,544
638874,227569.367,61
639041,227636.099,317
639051,227638.868,812
639142,227668.563,37
640151,228015.093,85
640299,228057.07,1032
640303,228058.035,693
640916,228281.178,866
641174,228373.287,139
641339,228428.149,132
641712,228576.43,140
641793,228602.781,22
642055,228703.466,3014
642089,228716.793,253
642275,228786.583,12
642369,228819.702,1133
643935,229366.913,622
644089,229419.535,23
644333,229507.34,293
644371,229521.531,1265
644551,229584.297,1750
644641,229614.136,37
644869,229694.245,438
645235,229831.136,1570
645484,229920.764,809
645741,230013.737,515
645808,230036.713,80
645820,230039.288,152
646020,230111.43,169
646438,230254.944,141
646631,230330.478,976
647061,230483.529,512
647096,230498.456,1268
647346,230586.757,509
647491,230639.939,276
647813,230745.999,335
647992,230810.877,651
648234,230907.322,2897
648508,230998.838,271
648650,231053.444,1402
648985,231172.048,2000
649192,231240.303,23
649196,231242.606,41
649401,231309.644,723
649466,231334.908,28
649740,231419.96,73
649793,231438.423,133
649898,231473.111,451
650153,231566.58,483
650347,231641.265,402
650385,231655.008,730
650457,231687.647,335
650516,231709.023,716
650812,231821.819,1177
651189,231957.846,267
651232,231975.893,2239
651307,232005.764,345
651420,232042.292,71
651462,232055.875,176
651630,232118.065,19
651634,232120.257,384
651651,232125.664,912
651692,232140.768,682
652295,232369.928,130
652661,232513.939,937
652674,232518.804,608
653222,232717.021,854
653356,232766.619,159
653414,232787.227,746
653424,232791.898,2074
653455,232799.931,301
653496,232814.826,749
653587,232849.897,2869
653683,232892.791,903
653950,233000.628,646
653997,233017.603,332
654436,233169.982,148
654675,233253.787,769
654680,233256.364,546
654918,233342.121,2205
654966,233360.04,1452
655098,233401.319,676
655156,233418.935,438
655186,233424.406,119
655242,233445.061,227
655274,233455.861,1034
655403,233502.484,87
655536,233547.778,403
655537,233548.002,1040
655958,233701.453,136
656055,233737.884,1181
656244,233798.059,1194
656322,233824.761,143
656786,234004.516,280
657454,234255.148,330
657513,234272.7,117
657568,234288.315,55
658021,234434.503,330
658071,234455.734,30
658256,234517.395,2343
658372,234558.498,743
658445,234578.754,834
658803,234714.99,15
659222,234851.881,14
659356,234892.761,667
659414,234910.408,585
659595,234977.253,68
659966,235113.138,966
660095,235156.368,887
660675,235367.609,102
660688,235370.154,91
661670,235696.239,78
661911,235779.821,756
662422,235956.536,293
662754,236071.877,25
662796,236087.396,1363
662949,236139.859,317
663038,236175.521,484
663523,236345.389,1743
664384,236649.187,247
664461,236673.138,651
664698,236760.384,1767
664703,236762.112,337
665767,237122.582,877
666403,237334.528,55
666848,237478.731,217
667678,237771.923,632
667778,237806.593,709
667808,237821.265,944
668080,237925.391,1431
668121,237944.494,807
669006,238255.99,939
669204,238333.571,188
669509,238449.312,89
669727,238526.381,170
669956,238609.499,613
670139,238680.649,726
670258,238720.632,145
670431,238779.143,1683
670514,238806.709,609
670795,238903.442,64
671044,238990.912,39
671154,239032.735,2383
671594,239208.458,256
671759,239265.417,95
672377,239477.139,213
672426,239489.57,301
672472,239508.418,571
672804,239634.159,266
672818,239640.67,933
673024,239713.676,295
673508,239886.76,1230
673752,239975.077,198
673795,239991.653,42
673840,240011.94,909
674479,240246.078,173
674515,240258.573,417
674573,240279.084,13
674639,240303.547,567
674653,240307.564,739
674758,240353.291,10
675116,240486.63,864
675149,240497.735,82
675157,240499.959,78
675182,240511.414,458
675246,240533.59,1024
675376,240576.837,130
675867,240748.207,341
675910,240762.031,226
676135,240840.877,234
676301,240906.379,778
676620,241016.969,11
676860,241097.046,53
677101,241185.22,677
677290,241252.338,522
677582,241367.359,42
677623,241381.006,80
677652,241394.654,1143
677987,241515.45,227
678111,241560.761,27
678236,241599.464,1105
678256,241605.8,1196
678333,241633.911,152
678638,241750.149,305
679022,241884.881,436
679082,241910.416,64
679118,241922.8,832
679758,242149.946,640
679829,242172.809,204
680233,242321.381,1181
680542,242436.77,50
680579,242451.713,69
680584,242453.202,1181
680602,242459.602,326
680924,242559.518,486
681292,242680.22,306
681338,242698.059,690
681407,242721.339,425
682094,242954.804,498
682423,243068.801,363
682812,243217.629,282
683083,243313.675,97
683122,243328.666,139
683160,243340.426,226
683214,243361.193,557
683370,243418.552,953
683538,243478.663,2057
683622,243504.645,500
683873,243588.979,216
683990,243629.202,242
684525,243807.118,645
684532,243808.75,967
685003,243974.377,336
685190,244040.615,431
685198,244043.352,798
685245,244061.415,91
685516,244153.925,343
685549,244167.7,67
685565,244175.924,270
685757,244241.09,840
686007,244331.52,749
686246,244417.389,1876
686803,244603.112,107
687042,244680.406,168
687046,244681.335,193
687057,244685.99,207
687073,244692.022,686
687114,244709.526,2571
687712,244938.8,99
687740,244949.136,25
687939,245017.454,185
688043,245053.597,1566
688172,245099.052,2551
689006,245387.748,543
689193,245454.643,95
689224,245460.626,2839
689341,245500.049,479
689639,245604.095,33
690148,245796.665,391
690263,245841.688,2030
690323,245866.023,105
690358,245880.311,1988
690412,245903.815,147
690511,245935.349,446
690775,246015.3,835
691107,246138.241,84
691122,246145.457,2345
691537,246297.644,871
691861,246422.777,1232
691998,246468.68,20
692197,246539.942,1027
692633,246696.834,332
692679,246713.153,752
692690,246717.442,267
692810,246760.225,182
693358,246945.127,225
693494,246990.986,321
693534,247003.674,242
693727,247072.84,75
693788,247089.096,216
694294,247269.027,1083
694600,247377.36,725
694793,247442.206,109
695035,247534.188,643
695071,247548.668,126
695787,247808.597,72
695832,247824.581,902
695958,247867.523,32
696145,247944.85,143
696862,248204.971,1124
696936,248231.851,2908
697016,248260.746,100
697071,248282.969,1373
697203,248328.632,1077
697513,248440.63,403
697879,248574.434,170
698221,248703.535,732
698325,248735.389,636
698551,248815.1,170
698818,248911.481,203
699674,249202.706,486
699787,249238.96,1708
699840,249255.36,2343
700000,249310.015,784
700046,249326.895,94
700076,249339.63,1073
700411,249453.276,227
700416,249457.516,155
700512,249488.283,505
700589,249511.818,217
700693,249551.226,952
700740,249566.953,67
700743,249568.201,606
700754,249574.073,145
700766,249577.912,370
700978,249653.894,810
701095,249697.621,507
701302,249777.603,143
701430,249817.042,494
701831,249945.775,416
701986,249999.95,975
702922,250329.765,2063
703622,250585.983,1217
703627,250589.087,687
704043,250737.178,14
704134,250770.89,363
704814,251018.532,80
704816,251018.772,150
705264,251187.791,104
705479,251268.749,488
705736,251349.271,26
705741,251351.372,430
705792,251369.403,98
705915,251422.154,835
706364,251590.117,132
706580,251673.443,950
706639,251695.267,139
706705,251720.546,658
706767,251740.498,287
706800,251752.385,26
707134,251860.623,148
707320,251921.341,842
707341,251930.765,435
707774,252082.506,791
708012,252165.879,597
708134,252214.118,222
708230,252244.549,829
708248,252251.125,1741
708647,252400.928,664
708872,252481.982,189
709014,252536.587,1194
709560,252733.645,91
709888,252844.247,102
709902,252848.198,1410
710528,253067.129,1800
710650,253111.446,1024
710762,253148.756,311
711164,253299.451,183
711555,253435.73,583
711630,253458.976,2100
711945,253571.834,247
712046,253612.488,230
712113,253634.838,349
712208,253672.548,63
712229,253680.099,28
712721,253852.537,329
712852,253899.926,1095
714037,254326.733,22
714088,254341.709,214
714098,254343.853,119
714371,254434.919,53
714503,254486.837,438
714537,254502.819,2266
714788,254589.343,40
715538,254867.663,521
715851,254972.618,149
715890,254987.865,554
716035,255033.734,227
716203,255094.499,839
716767,255307.768,42
717105,255424.627,19
717280,255494.51,302
717656,255625.655,414
717659,255626.424,547
717777,255667.477,1802
717866,255700.82,57
718071,255769.935,387
718090,255777.839,904
718184,255814.013,700
718230,255828.717,1392
718350,255874.635,1798
718988,256107.31,931
719148,256165.083,132
719460,256271.51,370
719806,256408.303,480
719977,256469.02,333
720092,256513.882,659
720234,256572.775,370
720775,256757.839,852
720941,256817.532,606
720945,256819.019,294
721962,257204.009,311
722031,257228.984,721
722619,257446.094,289
722850,257526.538,1405
722892,257543.992,349
722943,257564.6,428
723129,257634.484,123
723171,257651.764,655
723903,257902.553,284
724118,257980.821,117
724330,258061.473,217
724595,258154.989,69
724699,258191.964,47
724771,258212.379,4064
724857,258238.393,850
724898,258256.697,544
725037,258309.175,1033
725307,258398.979,595
726182,258720.101,1380
726207,258732.404,119
726487,258830.432,15
726557,258852.511,404
726580,258859.663,563
726781,258935.1,292
726823,258947.434,1147
727417,259151.491,821
727445,259160.786,3196
727451,259161.569,191
727952,259342.25,365
728107,259392.664,289
728137,259405.08,3309
728210,259430.022,89
728349,259479.301,90
728423,259504.355,45
728620,259578.08,739
728941,259690.732,632
729207,259784.872,233
729219,259788.472,169
729333,259831.494,1119
729374,259844.693,1224
729509,259896.643,599
729680,259955.985,287
729734,259974.593,798
729836,260019.119,316
730638,260299.411,432
730846,260370.753,1854
731284,260527.685,48
731285,260527.866,58
731680,260672.944,2894
731944,260752.161,187
732105,260809.055,218
732165,260825.118,763
732281,260867.053,663
732663,261003.271,506
733057,261151.09,1374
733183,261193.649,99
733247,261211.631,35
734163,261546.354,219
734318,261606.241,199
734575,261691.037,764
734825,261776.298,379
734918,261805.769,2172
735380,261968.21,149
735783,262106.574,738
736527,262367.7,1131
736662,262420.467,1351
737279,262633.611,456
737570,262741.239,519
738394,263034.236,1450
738579,263101.786,2888
739378,263384.528,147
740135,263665.335,442
740933,263946.189,1663
740978,263964.604,329
741095,264006.074,394
741293,264084.791,76
741465,264146.197,94
741485,264153.574,134
741879,264283.233,847
742004,264324.848,98
742008,264326.159,950
742464,264493.242,28
742659,264560.68,132
743057,264709.123,377
743064,264710.067,343
743197,264759.362,1292
743293,264794.848,773
743326,264807.536,190
743410,264831.535,588
743532,264875.326,326
743574,264890.861,231
743633,264912.764,1875
743799,264966.459,1316
744145,265082.951,898
744212,265109.75,194
744381,265166.324,24
744562,265229.314,94
744681,265275.808,105
744816,265328.318,150
744980,265390.6,707
745423,265547.191,927
745429,265549.911,102
745551,265593.75,39
745590,265610.005,635
745939,265732.882,571
746157,265812.911,325
746436,265908.413,120
747047,266121.397,177
747118,266152.276,164
747361,266243.121,14
747382,266250.945,864
747399,266256.993,165
747460,266282.48,1191
747464,266283.311,199
747774,266395.085,97
748140,266527.768,265
748645,266713.634,1149
748848,266790.496,249
748875,266798.977,1179
749539,267049.895,610
749704,267110.39,518
749711,267111.398,1821
749780,267137.509,1357
749799,267142.965,1484
749875,267172.196,502
749951,267195.795,335
750220,267290.449,50
750303,267317.551,240
750314,267321.263,906
750421,267359.534,249
750572,267409.453,333
750643,267430.828,673
750682,267446.732,818
751019,267581.624,487
751079,267602.743,63
751094,267607.67,420
751339,267710.067,1694
751346,267714.675,185
751430,267743.763,66
751477,267758.194,902
751493,267763.394,3694
751608,267802.305,14
751896,267896.926,312
752030,267940.541,480
752060,267950.493,1135
752351,268059.321,763
752438,268084.264,1091
752464,268089.176,41
752765,268198.501,337
752800,268209.493,79
752917,268253.044,837
752921,268254.484,320
753376,268415.39,349
753431,268437.518,1566
754071,268668.935,812
754135,268693.366,1592
754217,268724.293,576
754330,268759.859,19
754347,268764.228,271
754714,268900.336,1101
754781,268924.335,556
754802,268932.734,2583
754858,268954.11,60
754914,268977.358,141
755197,269081.674,101
755471,269182.743,480
755528,269205.975,42
755734,269280.773,392
755898,269336.466,4081
757115,269786.181,1152
758252,270204.522,388
758387,270252.632,915
758534,270312.519,362
758807,270411.7,762
758925,270445.987,953
759066,270499.057,690
759147,270534.608,106
759353,270603.454,435
760675,271055.314,363
760926,271146.126,504
760983,271169.983,1802
761048,271190.445,212
761267,271261.099,502
761631,271391.463,1201
762116,271575.634,50
762122,271578.498,467
762142,271584.178,312
762423,271675.68,1207
762569,271723.215,396
762852,271819.66,1383
762937,271847.387,35
763042,271888.81,1210
764075,272254.48,617
764091,272260.719,138
764335,272355.437,89
764440,272391.26,360
764913,272552.216,200
765088,272618.421,172
765125,272632.23,178
765223,272672.324,676
765935,272914.461,154
766133,272990.94,539
766765,273221.734,47
766979,273300.579,417
767002,273308.702,263
767545,273513.453,132
768128,273703.48,566
768388,273808.085,1012
768559,273861.491,944
768703,273906.963,327
768841,273959.777,350
769684,274258.937,1238
769898,274336.278,1286
771447,274884.84,162
771648,274954.07,250
771725,274982.966,1866
772166,275133.713,262
772252,275161.952,460
772516,275250.974,160
772729,275332.38,84
773013,275434.937,648
773076,275455.209,422
773442,275579.941,505
773501,275601.668,176
773664,275655.523,370
773844,275718.578,302
773871,275731.954,860
774330,275894.669,2711
774427,275932.124,669
774444,275938.572,69
775263,276232.468,234
775791,276430.847,783
775918,276476.366,123
776057,276530.556,1232
776318,276630.586,3079
776439,276677.032,1706
776489,276700.04,21
776503,276703.239,1026
777031,276893.763,631
777309,276987.489,754
777379,277010.144,69
778032,277231.306,440
778384,277364.455,485
778546,277427.301,1392
779276,277682.846,233
779298,277687.566,1575
779597,277797.003,113
779730,277841.083,2812
780679,278170.29,152
781171,278352.317,200
781569,278490.409,373
781607,278506.072,15
781774,278569.383,538
781845,278592.615,141
781926,278620.197,47
781929,278621.941,1003
781941,278625.926,759
781976,278639.605,48
782010,278653.845,149
782080,278677.556,3185
782187,278714.943,1395
783045,279022.987,447
783056,279028.859,590
783153,279065.706,1285
783210,279087.754,698
783322,279121.177,152
783514,279195.058,246
783935,279330.9,167
783979,279347.459,76
784008,279356.851,25
784047,279371.154,2517
784130,279403.858,327
784746,279627.484,1455
785510,279911.573,27
785579,279937.364,243
785805,280009.81,314
786057,280102.015,1723
786167,280141.295,331
786420,280234.46,2358
786567,280293.675,415
786652,280325.914,1994
787141,280494.902,691
787726,280698.908,582
788067,280830.845,433
788075,280833.358,851
788299,280914.683,242
788742,281072.455,43
788905,281126.325,111
788987,281157.845,1379
789042,281176.052,1347
789192,281222.276,161
789790,281443.07,491
789829,281455.625,228
790139,281571.482,977
790421,281673.609,1012
790462,281690.616,4064
790557,281725.479,638
790558,281725.815,1091
790672,281768.198,1231
790977,281873.827,757
792132,282295.768,321
792322,282360.374,199
792448,282406.933,878
792582,282449.924,143
792790,282522.258,558
793017,282601.857,76
793029,282604.785,945
793065,282619.088,200
793992,282952.872,113
793998,282954.344,595
794273,283055.141,554
794418,283102.868,505
794720,283214.849,3053
794816,283249.168,274
795416,283460.555,291
795419,283462.011,663
795665,283556.473,731
796116,283710.613,620
796582,283874.48,585
796764,283940.639,460
796856,283977.518,1183
796863,283980.11,685
796880,283986.638,16
797288,284133.242,549
797636,284270.455,1002
797795,284329.013,194
798010,284399.539,244
798286,284506.769,272
798290,284508.816,605
798415,284552.816,30
798911,284727.163,32
799039,284774.986,450
799051,284777.321,113
799105,284799.321,21
799303,284880.759,151
799552,284967.173,449
799704,285023.22,899
799724,285030.079,166
800448,285302.474,246
800599,285355.782,438
800661,285375.797,355
800800,285425.986,351
800918,285467.199,43
801002,285499.405,112
801130,285557.498,207
801431,285655.988,1021
801545,285702.641,1088
801582,285715.456,37
801793,285793.435,322
802261,285970.769,785
802391,286014.798,48
802454,286031.661,34
803570,286420.241,1127
804246,286674.392,375
804250,286675.619,337
804282,286686.743,337
804408,286734.58,625
804731,286839.054,41
804776,286860.173,442
804963,286923.37,530
805124,286976.759,203
805192,286999.094,50
805353,287051.347,140
805447,287090.257,550
805758,287211.594,13
806050,287317.348,122
806062,287320.836,376
806147,287351.218,157
806296,287406.255,357
806853,287613.044,1299
806996,287665.057,1382
807824,287980.833,136
808261,288141.64,2637
808264,288143.368,153
808299,288152.775,592
808517,288241.683,688
808537,288245.859,111
809227,288489.846,198
809303,288521.797,41
809307,288523.028,376
809356,288540.836,717
809480,288592.37,119
809488,288594.977,588
809592,288634.415,460
810237,288864.883,692
810653,289009.516,216
810738,289040.475,532
811138,289175.397,1300
811257,289215.235,72
811372,289251.073,1308
811507,289299.582,1505
811591,289333.101,957
811826,289418.553,561
811933,289462.455,45
812697,289729.354,676
812919,289811.511,402
812991,289839.749,199
813030,289856.021,1902
813117,289883.156,33
813125,289885.987,708
813257,289933.921,387
813800,290133.176,289
814071,290234.579,682
814169,290266.402,32
814654,290447.082,315
814693,290461.385,444
814708,290466.201,396
814859,290520.072,793
815141,290620.386,717
815682,290820.905,20
815751,290838.52,1773
815800,290862.663,917
815892,290892.567,266
816781,291217.432,240
816797,291224.648,747
816844,291242.743,763
817062,291316.004,604
817164,291356.722,807
817337,291419.679,1184
817343,291422.687,135
817602,291520.299,17
817942,291640.726,282
818052,291683.157,633
818353,291798.415,803
819038,292049.222,470
819414,292185.45,17
819769,292313.387,85
819975,292379.991,222
820559,292597.167,1637
820676,292637.438,169
820708,292649.901,59
820737,292659.708,140
821055,292780.52,245
821103,292798.328,36
821365,292894.5,251
821543,292960.001,57
821606,292982.24,451
821665,293001.647,1129
821930,293092.667,97
822344,293241.686,384
822437,293273.509,38
822438,293273.62,445
822723,293385.36,229
822807,293420.27,301
822851,293436.254,171
822993,293490.044,1406
823381,293623.111,2956
823494,293674.277,47
823740,293770.162,1327
823871,293812.928,371
823972,293854.142,1060
824181,293927.052,1409
824335,293977.546,596
825135,294264.718,642
825309,294329.356,240
825568,294413.322,279
825663,294443.416,3714
825730,294460.823,138
825985,294552.644,1308
826408,294706.959,337
826877,294880.489,189
827963,295271.962,94
828085,295318.713,15
828236,295374.886,793
828249,295378.918,551
828498,295471.14,1408
829016,295660.557,210
829457,295812.983,3486
830256,296092.525,1092
830354,296128.557,267
830406,296144.732,1153
830483,296166.731,21
830620,296213.801,2287
830709,296243.289,138
830731,296250.296,468
831010,296355.588,193
831109,296385.524,1983
831317,296458.338,1349
831418,296492.496,616
831554,296535.055,561
831775,296610.876,89
831879,296645.451,40
832328,296800.485,266
832636,296896.147,101
832638,296896.403,182
832908,296990.106,1149
833076,297050.429,1146
833286,297124.426,906
833601,297240.679,1045
833975,297379.485,392
834142,297449.616,740
834254,297490.095,747
834267,297495.151,638
834827,297695.384,640
834942,297736.102,134
834958,297745.286,3009
835512,297929.665,806
835550,297945.184,1222
835557,297947.467,144
835628,297970.431,570
835684,297991.918,733
835958,298087.435,1801
836274,298192.072,56
836572,298309.652,324
837092,298508.686,369
837424,298617.386,134
837425,298618.826,207
837873,298786.773,76
838208,298915.489,828
838521,299035.741,35
838830,299138.618,2629
839443,299376.579,839
839700,299471.76,29
839703,299472.4,23
839840,299523.358,70
839888,299542.445,33
839919,299549.501,111
840126,299624.187,921
840347,299712.696,516
840400,299734.152,1320
840790,299866.819,412
840914,299907.346,458
841112,299978.4,876
841435,300092.268,1374
841453,300098.3,350
841900,300248.184,79
842235,300377.828,284
842358,300422.979,658
842621,300519.088,24
842646,300530.752,1209
842654,300532.703,63
842825,300601.421,60
842856,300610.477,559
842935,300633.068,863
843233,300737.465,33
843507,300835.029,257
843866,300962.61,238
844368,301146.764,152
844716,301269.129,99
844927,301345.254,830
845091,301405.461,113
845213,301452.211,471
845538,301570.384,686
845588,301586.928,1060
846432,301865.303,185
846547,301914.646,1177
846617,301939.094,178
846761,301987.108,177
847057,302081.377,231
847139,302102.112,179
847485,302225.501,244
848368,302541.971,547
849281,302865.131,116
849336,302888.762,98
849452,302927.368,235
849585,302978.215,2530
850066,303153.81,38
850129,303173.409,298
850175,303186.033,625
851286,303576.918,908
851317,303583.238,571
851689,303715.362,1645
851852,303766.513,451
851889,303781.392,1093
852754,304074.36,140
853018,304166.71,710
853173,304223.22,582
853263,304253.283,3760
853288,304263.107,1566
853787,304446.99,256
853850,304468.205,969
854290,304628.504,2617
854445,304685.319,930
854526,304717.846,477
854571,304735.574,263
855238,304965.903,295
855334,304995.454,1388
855405,305019.822,1896
855572,305073.644,2538
855618,305089.643,262
855910,305190.968,39
856002,305225.416,239
856210,305306.038,770
856212,305306.645,617
856783,305511.328,64
856877,305540.063,208
857160,305638.429,375
857315,305692.779,294
857403,305725.866,235
857586,305783.224,575
857700,305836.759,256
858093,305976.323,842
858243,306032.545,49
858448,306109.44,340
859278,306423.991,114
859446,306484.208,16
859609,306543.828,867
859629,306551.972,170
860068,306698.367,305
860177,306736.654,120
860213,306751.471,114
860529,306866.123,203
861473,307200.642,50
861555,307231.889,1014
861737,307301.504,158
861761,307310.192,73
862613,307616.679,485
862641,307628.406,1138
862810,307693.813,492
862892,307726.324,292
863162,307819.169,2034
863384,307895.055,702
863426,307911.535,435
863623,307987.197,149
863639,307992.876,190
863769,308045.547,301
863972,308113.673,1560
864227,308197.063,692
864650,308340.884,592
865028,308467.265,347
865277,308557.134,1045
865458,308623.18,44
865514,308638.748,301
865516,308640.124,287
865739,308723.338,21
865823,308752.697,2171
866137,308863.462,94
866341,308931.828,3246
866574,309006.85,153
866577,309009.09,321
867116,309204.029,1207
867393,309305.082,479
867492,309340.937,16
867567,309372.68,201
867619,309396.615,832
867903,309493.253,1785
868210,309597.635,180
868301,309630.114,56
868506,309710.107,14
868909,309838.652,566
869038,309884.203,527
869187,309932.043,632
869310,309975.513,77
869383,310000.168,68
869530,310049.798,290
869628,310081.617,305
869792,310142.228,1280
870005,310212.963,1819
870994,310571.385,1033
871045,310586.585,1576
871083,310595.272,584
871136,310614.92,564
871549,310762.452,65
871554,310764.452,892
872103,310967.247,699
872117,310973.183,1066
873269,311387.908,260
873407,311433.282,360
873755,311559.231,1191
874438,311803.993,133
874459,311814.537,1001
874633,311874.967,2101
874739,311916.79,230
874998,312004.533,1318
875060,312028.5,191
875204,312077.826,243
875341,312130.097,302
875494,312189.007,400
875751,312276.445,429
875788,312290.652,33
875854,312314.492,20
875877,312323.884,122
875925,312339.211,1021
876211,312434.2,540
876528,312550.358,620
876589,312572.693,307
876645,312592.116,284
877276,312809.999,68
877545,312909.292,1223
877557,312912.125,952
877618,312934.668,174
877651,312944.78,1037
877785,312999.85,739
878108,313109.832,875
878380,313209.173,1125
878538,313267.235,514
878643,313300.803,79
878753,313341.026,133
879107,313477.325,378
879358,313560.348,465
879361,313561.58,70
879587,313637.898,271
879713,313689.96,1471
879879,313743.879,55
880057,313805.014,366
880329,313910.787,388
880339,313914.066,416
880483,313963.858,87
881633,314377.495,473
881906,314477.461,93
882034,314515.939,723
882398,314642.208,829
882464,314670.047,770
882664,314745.006,912
882903,314819.324,770
882934,314828.027,276
883062,314870.026,47
883346,314970.024,12
883404,314994.631,211
883414,314999.415,172
883430,315004.823,174
883526,315044.358,2037
883863,315176.339,960
883993,315233.233,366
884074,315261.233,874
884092,315270.208,57
884198,315299.807,243
884286,315332.991,129
884400,315373.454,45
884522,315418.525,73
884623,315454.987,118
884657,315467.26,931
884987,315585.577,159
885006,315591.368,260
885067,315610.36,127
885367,315712.805,837
885375,315715.621,114
885744,315838.242,310
886002,315922.303,393
886125,315970.255,63
886361,316059.885,50
886759,316196.441,1552
886796,316215.801,2398
886925,316270.279,114
887211,316382.277,1385
887728,316553.072,2473
887741,316557.6,441
888165,316700.588,59
888440,316801.466,217
888540,316834.249,51
888856,316947.879,1019
889157,317052.083,408
889391,317142.225,66
889759,317267.646,409
889959,317332.38,910
890082,317375.34,266
890301,317456.073,1802
890475,317514.536,52
890548,317547.591,169
890846,317661.572,1237
890931,317694.227,929
891180,317783.521,36
891342,317846.304,218
891527,317919.437,2650
891833,318041.236,563
891902,318067.095,81
892274,318200.238,409
892393,318239.468,483
892409,318243.724,177
893533,318625.011,112
893675,318674.592,279
893924,318761.755,253
894177,318847.141,42
894271,318880.5,198
894646,319015.275,326
895061,319156.019,298
895213,319206.368,169
895239,319213.583,88
895337,319244.686,692
895443,319279.003,1209
895961,319456.929,653
896588,319689.923,1928
896768,319751.503,1288
896915,319799.309,27
896924,319801.82,29
897213,319903.191,1667
897236,319912.071,1099
897261,319920.982,822
897279,319926.949,3062
897630,320053.055,323
898048,320188.279,550
898225,320250.083,723
898394,320303.409,399
898695,320406.459,1272
899189,320579.074,496
899765,320768.6,250
899979,320843.507,438
900010,320855.538,458
900119,320884.561,1819
900252,320924.479,558
900977,321184.721,1436
901616,321415.205,102
901680,321438.564,1192
901890,321510.784,72
902080,321579.165,822
902144,321601.595,156
902351,321677.864,219
902405,321697.783,440
902668,321790.147,261
902715,321805.538,821
902749,321820.433,336
903391,322046.15,465
903478,322075.572,38
903610,322118.738,190
903738,322163.44,273
903876,322220.589,13
904041,322282.138,648
904131,322311.832,861
904142,322315.288,25
904194,322333.512,93
904253,322351.271,8
904380,322396.805,1720
904485,322429.587,482
904593,322467.681,313
904695,322501.519,315
904951,322593.675,198
905070,322631.177,1194
905184,322671.063,79
905758,322873.469,140
905835,322897.26,490
905984,322948.362,61
906325,323078.436,160
906338,323082.132,914
907077,323349.128,492
907084,323353.848,917
907129,323372.727,833
907243,323415.38,259
907390,323473.682,94
907934,323660.57,330
907960,323668.89,468
908097,323714.92,578
908184,323746.806,58
908188,323747.43,170
908263,323770.453,62
908371,323805.907,380
908514,323858.273,816
908589,323878.912,38
908645,323894.623,69
908656,323898.767,87
908741,323928.238,43
909276,324116.949,599
909380,324153.444,822
