N_event,t_trig,tP1
354027,3613.49,1984
355285,3626.323,1937
356276,3636.435,1076
356643,3640.179,1858
357670,3650.672,1369
359673,3671.105,2617
359938,3673.822,1685
361633,3691.118,1725
363605,3711.245,965
364015,3715.424,2863
364428,3719.644,471
366504,3740.827,1595
371025,3786.97,210
371216,3788.921,448
372125,3798.201,1890
374196,3819.337,3923
376800,3845.911,1485
379390,3872.342,3702
380166,3880.262,1893
380328,3881.912,2454
380931,3888.069,3104
380971,3888.472,2147
383290,3912.148,2179
383915,3918.532,1921
384205,3921.492,3893
386128,3941.11,1640
387202,3952.07,2433
388640,3966.754,535
390511,3985.841,1654
390642,3987.186,3208
390789,3988.676,2968
391781,3998.803,3563
394613,4027.712,971
394706,4028.66,3136
395991,4041.775,2650
400462,4087.405,2400
401366,4096.637,3973
412935,4214.713,2043
428814,4376.774,2287
429416,4382.917,580
430265,4391.587,2480
430436,4393.331,1137
438486,4475.488,871
438739,4478.067,374
442188,4513.279,3725
444947,4541.438,2165
446111,4553.31,1154
451082,4604.045,1874
453370,4627.391,3691
453691,4630.668,3080
456827,4662.67,133
458611,4680.877,3693
459306,4687.978,2319
460074,4695.818,2594
460715,4702.361,3992
460922,4704.474,1315
463144,4727.145,816
465344,4749.595,1447
468920,4786.09,3166
468992,4786.826,3010
469526,4792.28,1376
471038,4807.703,3176
471752,4814.985,3163
473609,4833.942,1330
475534,4853.575,2096
475751,4855.797,1236
475899,4857.303,181
476294,4861.333,2827
482034,4919.908,3290
482769,4927.411,2279
484226,4942.275,2405
487144,4972.05,2782
489240,4993.442,17
490523,5006.529,892
495678,5059.136,3186
495834,5060.721,2931
495952,5061.935,575
498343,5086.335,2712
503131,5135.198,1440
503214,5136.046,2590
504454,5148.702,430
505432,5158.671,4009
507254,5177.276,692
512061,5226.334,615
512572,5231.549,2582
514046,5246.603,301
516291,5269.514,454
516380,5270.426,3020
516485,5271.498,567
520959,5317.163,73
522165,5329.467,1052
524106,5349.288,554
527251,5381.383,2667
532600,5435.99,531
541953,5531.46,1204
542538,5537.429,27
543756,5549.862,1885
544371,5556.146,1466
546306,5575.891,150
548183,5595.057,937
549140,5604.819,3714
551201,5625.854,3735
554977,5664.397,2072
556682,5681.804,3888
558280,5698.11,3027
561170,5727.61,1078
561761,5733.643,1801
563814,5754.601,1453
565132,5768.056,984
567590,5793.144,2766
570008,5817.829,1474
570364,5821.463,3053
573956,5858.131,3769
577093,5890.162,902
578800,5907.585,3239
580969,5929.729,1977
581259,5932.688,4033
581272,5932.819,3176
583422,5954.768,949
584443,5965.199,2279
587934,6000.83,2894
587956,6001.053,1086
588313,6004.701,1674
591058,6032.72,2288
591411,6036.331,3626
591543,6037.676,888
591791,6040.204,3617
592004,6042.38,1728
592259,6044.988,649
598428,6107.961,2552
599808,6122.044,172
601971,6144.136,1782
603752,6162.314,833
604196,6166.855,3640
606081,6186.089,4045
608579,6211.591,3365
608681,6212.646,1085
609830,6224.373,2657
610314,6229.317,2189
616980,6297.378,1295
617914,6306.914,2642
621642,6344.977,1384
622092,6349.568,3834
622188,6350.546,212
630020,6430.513,3988
633949,6470.624,2664
636617,6497.867,862
642405,6556.954,1695
643068,6563.722,3367
645586,6589.416,1389
646376,6597.481,3153
649836,6632.795,3488
650554,6640.121,370
651570,6650.502,2282
654459,6679.99,3306
654640,6681.83,2947
655131,6686.84,1617
656621,6702.053,1126
657580,6711.845,439
658076,6716.9,2516
660706,6743.748,2893
663390,6771.139,2649
663991,6777.269,3554
670089,6839.507,1510
671056,6849.376,2790
672701,6866.163,1331
674312,6882.608,3121
674672,6886.288,1044
676011,6899.951,2717
679706,6937.662,2389
680879,6949.633,3394
681349,6954.43,499
682954,6970.813,3847
683654,6977.952,1613
685456,6996.348,3952
685755,6999.405,1573
686405,7006.03,3610
687390,7016.093,472
688108,7023.419,1362
688432,7026.732,78
690581,7048.653,350
691688,7059.963,618
693107,7074.443,2220
694404,7087.676,2632
696635,7110.457,1626
702632,7171.656,3584
702784,7173.207,2603
703001,7175.432,1426
703609,7181.625,2740
706780,7213.993,1789
709610,7242.872,3873
710484,7251.797,2611
712136,7268.661,1308
715047,7298.372,135
715651,7304.532,3227
718080,7329.332,254
724929,7399.234,898
725591,7405.986,1124
726410,7414.339,198
727514,7425.604,3617
737812,7530.705,1213
738647,7539.231,3164
741379,7567.117,3478
742319,7576.716,3499
743504,7588.798,1496
745029,7604.365,657
747054,7625.036,2930
749538,7650.393,1692
750191,7657.051,3661
751793,7673.403,2394
754305,7699.034,126
762184,7779.446,34
763200,7789.826,1054
763402,7791.878,1248
766048,7818.882,1024
770709,7866.462,3336
770861,7868.014,477
772140,7881.07,222
775683,7917.229,2600
777226,7932.971,3736
778026,7941.134,1108
782224,7983.977,905
788012,8043.048,3613
788179,8044.759,826
789905,8062.374,1116
793355,8097.574,15
795652,8121.027,2684
795857,8123.11,1855
796377,8128.421,1086
797097,8135.765,105
799575,8161.061,3936
801007,8175.681,2235
802778,8193.76,2888
811633,8284.128,1792
811894,8286.798,2180
813281,8300.957,105
814314,8311.501,3306
818262,8351.789,1527
826245,8433.272,2593
826618,8437.08,3054
829342,8464.875,1349
832111,8493.142,180
837465,8547.767,286
842746,8601.67,2819
843484,8609.202,2831
846163,8636.546,2327
846674,8641.761,3785
847106,8646.163,829
853027,8706.594,2976
853518,8711.615,2433
853567,8712.111,1069
854419,8720.815,2515
856024,8737.185,3075
857241,8749.614,2904
858348,8760.91,2093
858929,8766.832,3646
860943,8787.392,507
862156,8799.773,2723
863345,8811.902,2866
865143,8830.267,1996
866446,8843.563,3441
868531,8864.842,3811
868867,8868.268,2335
870953,8889.561,1513
876207,8943.192,3554
877609,8957.496,3051
877696,8958.377,2795
878323,8964.778,2482
878464,8966.218,3532
882203,9004.376,2539
885041,9033.35,657
885385,9036.856,2953
890027,9084.23,3986
893287,9117.507,806
894049,9125.283,2679
894726,9132.194,3508
895558,9140.691,1826
895630,9141.427,2263
896194,9147.186,3714
896841,9153.781,3481
897371,9159.188,3274
899031,9176.133,2913
901562,9201.969,806
904636,9233.345,1575
905097,9238.048,3823
905676,9243.968,558
910191,9290.047,2689
910547,9293.679,1491
915994,9349.277,3862
917468,9364.318,330
917579,9365.455,3296
918308,9372.895,1988
918642,9376.302,4067
922375,9414.412,3742
923739,9428.331,3407
925644,9447.771,707
925933,9450.716,603
926155,9452.987,3035
932166,9514.345,47
932236,9515.052,3950
932474,9517.481,2014
934178,9534.873,1002
934601,9539.192,2478
935587,9549.256,218
935833,9551.767,2527
936106,9554.552,3075
941045,9604.967,1021
947660,9672.485,1499
948894,9685.076,3013
950046,9696.836,60
950904,9705.59,321
951534,9712.022,1071
952827,9725.22,583
954774,9745.091,1442
955420,9751.685,2495
956508,9762.788,3606
957693,9774.884,421
959346,9791.762,303
962693,9825.921,2689
965498,9854.547,3293
965612,9855.713,3142
967295,9872.896,2403
967669,9876.706,3194
969641,9896.833,2153
970899,9909.68,3904
972540,9926.431,1073
973837,9939.663,2837
974318,9944.575,3991
975249,9954.078,1535
976238,9964.174,2448
977629,9978.365,358
978887,9991.213,2746
982086,10023.868,653
982721,10030.349,1649
983781,10041.164,1082
984816,10051.725,148
985227,10055.918,137
987026,10074.283,149
990284,10107.533,3745
990454,10109.275,2583
991019,10115.036,1981
994511,10150.681,3714
996480,10170.779,3658
1001315,10220.136,3635
1003039,10237.735,1538
1003130,10238.665,2567
1004856,10256.281,3763
1009883,10307.592,2250
1015058,10360.422,3766
1015430,10364.228,1093
1015831,10368.312,2008
1018961,10400.262,2550
1019018,10400.852,3147
1019336,10404.087,2267
1020604,10417.029,205
1020948,10420.547,1547
1026031,10472.434,544
1026080,10472.93,1556
1026085,10472.981,27
1032763,10541.153,2924
1033465,10548.32,2934
1034201,10555.827,1249
1037744,10592.0,3380
1044053,10656.398,1927
1045269,10668.814,349
1048987,10706.765,3902
1055247,10770.667,3312
1058015,10798.922,1289
1061336,10832.825,1925
1062408,10843.77,2497
1065662,10876.985,316
1065713,10877.513,3507
1066212,10882.601,3469
1068145,10902.328,3514
1069753,10918.744,3938
1070111,10922.394,3349
1078630,11009.365,2279
1079406,11017.286,2852
1079832,11021.638,322
1080930,11032.839,1853
1082046,11044.232,3935
1086491,11089.606,1987
1089372,11119.012,474
1092537,11151.317,2886
1093366,11159.781,1220
1095977,11186.434,3589
1098501,11212.195,3391
1099000,11217.297,266
1099112,11218.433,3203
1100580,11233.425,2316
1101021,11237.921,2297
1101265,11240.417,3247
1102733,11255.392,966
1106234,11291.123,876
1110066,11330.239,644
1111825,11348.192,3999
1112981,11359.998,588
1114468,11375.182,168
1115171,11382.352,1726
1116063,11391.456,2891
1116390,11394.797,561
1118844,11419.853,1550
1121998,11452.044,933
1124839,11481.037,1701
1125528,11488.075,3293
1125691,11489.74,3451
1125888,11491.741,2072
1126127,11494.187,1954
1128449,11517.885,3228
1130475,11538.57,900
1131117,11545.117,3045
1133376,11568.186,2251
1133929,11573.833,1977
1134174,11576.329,2134
1135282,11587.641,2485
1135652,11591.418,2351
1137036,11605.545,1474
1137157,11606.779,1872
1138218,11617.611,904
1139452,11630.216,198
1141676,11652.92,4079
1146535,11702.516,1937
1147121,11708.5,869
1147291,11710.232,1657
1153658,11775.215,1170
1154549,11784.304,3264
1157153,11810.892,3911
1162714,11867.656,2020
1164131,11882.118,1999
1164793,11888.873,214
1165121,11892.229,1358
1165803,11899.19,3609
1165934,11900.521,2876
1166958,11910.967,2970
1169906,11941.061,1255
1172584,11968.401,2242
1173236,11975.056,191
1175530,11998.464,2882
1176453,12007.889,145
1176869,12012.142,119
1177172,12015.23,846
1178677,12030.592,3710
1181492,12059.326,2830
1182035,12064.874,3908
1182712,12071.787,2071
1185326,12098.46,1667
1185624,12101.5,3991
1187084,12116.408,3227
1187215,12117.751,2166
1187842,12124.152,2064
1189281,12138.839,2315
1190473,12151.0,2771
1195038,12197.604,3203
1196728,12214.85,1237
1199691,12245.092,413
1199735,12245.538,3684
1200604,12254.416,2859
1204420,12293.361,3671
1205504,12304.43,1489
1211501,12365.645,2248
1213101,12381.978,2384
1213137,12382.346,1824
1213834,12389.466,723
1214331,12394.537,3265
1220497,12457.478,2326
1222291,12475.783,3461
1223156,12484.615,85
1227041,12524.275,343
1229064,12544.93,2493
1231210,12566.834,355
1232104,12575.953,2730
1234108,12596.415,3808
1235502,12610.64,3612
1239484,12651.28,3406
1241520,12672.063,1508
1242388,12680.926,105
1243072,12687.916,3835
1246307,12720.925,3439
1251869,12777.705,31
1252623,12785.4,2609
1252651,12785.688,2776
1254431,12803.85,2009
1255285,12812.567,914
1257418,12834.342,1353
1258671,12847.128,1466
1260575,12866.565,176
1263851,12900.004,1316
1264340,12904.996,1981
1265625,12918.101,1094
1265652,12918.387,2292
1266230,12924.278,1772
1266677,12928.837,3791
1268860,12951.123,1478
1272100,12984.193,585
1273486,12998.337,2751
1278516,13049.679,2221
1278705,13051.601,507
1279959,13064.414,2497
1281586,13081.022,1050
1283414,13099.677,1269
1283771,13103.325,1944
1287577,13142.172,1779
1289315,13159.915,1208
1289428,13161.067,1348
1290060,13167.517,540
1294099,13208.749,1664
1295567,13223.737,1950
1298705,13255.77,236
1300658,13275.706,833
1302100,13290.439,1776
1302251,13291.975,867
1302411,13293.607,901
1302636,13295.911,46
1305840,13328.614,3449
1306200,13332.294,622
1308949,13360.356,2411
1314042,13412.342,1326
1315275,13424.934,3366
1315427,13426.486,2167
1316473,13437.171,57
1316753,13440.02,1003
1317761,13450.322,1767
1320749,13480.819,3018
1321306,13486.513,804
1321377,13487.233,152
1321611,13489.619,1138
1322039,13494.002,4021
1324283,13516.912,3675
1324306,13517.138,1445
1324640,13520.56,1311
1325004,13524.272,2874
1331063,13586.128,19
1333563,13611.661,2649
1336036,13636.908,1865
1339033,13667.502,3816
1340979,13687.375,1669
1341362,13691.291,2092
1342788,13705.85,595
1343399,13712.079,2137
1343663,13714.778,2313
1346037,13739.018,1079
1347629,13755.274,3396
1348932,13768.568,2303
1349529,13774.665,3047
1350921,13788.875,1203
1353269,13812.842,3970
1353641,13816.648,1446
1355409,13834.695,3195
1358694,13868.231,1536
1359118,13872.553,3880
1359768,13879.19,459
1360861,13890.344,790
1363850,13920.869,1031
1363954,13921.925,348
1364655,13929.08,3751
1364880,13931.381,1851
1365541,13938.133,1496
1369764,13981.251,2603
1371515,13999.123,2359
1377744,14062.721,2888
1378008,14065.411,3538
1380904,14094.979,2774
1381072,14096.705,1519
1381073,14096.707,3
1382671,14113.024,3092
1383098,14117.378,3613
1393003,14218.497,2406
1394363,14232.383,2416
1395258,14241.519,3046
1398253,14272.094,2204
1398375,14273.342,2070
1399912,14289.036,1949
1400437,14294.395,2714
1403505,14325.723,2504
1405049,14341.484,226
1405161,14342.634,3667
1405473,14345.818,3325
1405739,14348.538,571
1406698,14358.33,3587
1407082,14362.25,3214
1407789,14369.466,1286
1408656,14378.316,2562
1409411,14386.029,2785
1409930,14391.324,1390
1411206,14404.36,2970
1413132,14424.024,3158
1414072,14433.624,114
1416582,14459.256,1987
1421333,14507.753,2674
1421998,14514.55,4002
1423741,14532.341,2250
1428014,14575.973,1122
1428448,14580.405,3979
1429957,14595.812,3966
1431971,14616.375,3838
1432759,14624.42,3905
1433124,14628.148,2717
1434431,14641.491,501
1438305,14681.043,570
1440711,14705.618,2580
1442767,14726.609,2423
1444124,14740.465,706
1449057,14790.831,1082
1449687,14797.264,1718
1451284,14813.569,144
1451466,14815.425,3936
1454537,14846.783,504
1455003,14851.536,3454
1456271,14864.494,2735
1462470,14927.789,1537
1464152,14944.956,2664
1464193,14945.372,2469
1464411,14947.599,1532
1464544,14948.956,129
1464673,14950.271,2174
1465446,14958.172,3896
1465482,14958.54,1254
1474162,15047.162,2504
1474170,15047.242,2046
1478060,15086.956,1826
1480417,15111.019,2553
1483204,15139.48,2015
1484121,15148.839,1930
1484337,15151.047,588
1488132,15189.798,3537
1489509,15203.862,2091
1492062,15229.926,448
1494118,15250.917,2553
1497153,15281.909,1346
1497441,15284.852,3009
1499694,15307.86,1650
1500192,15312.948,3455
1504403,15355.941,3528
1506122,15373.492,349
1506192,15374.211,2345
1507443,15386.981,90
1507477,15387.33,3708
1508103,15393.716,259
1508970,15402.578,3766
1509080,15403.698,3035
1509918,15412.258,91
1513964,15453.569,1880
1514002,15453.953,3481
1515084,15465.008,3835
1519785,15513.007,864
1520474,15520.034,2149
1522329,15538.991,2289
1522476,15540.48,3542
1523125,15547.119,466
1523695,15552.928,725
1524303,15559.137,3608
1525172,15568.015,2286
1525329,15569.614,3479
1527845,15595.297,3846
1529300,15610.157,402
1533708,15655.166,3928
1538317,15702.235,2203
