tP1
9860.97
3004.97
9280.97
3788.97
5576.97
12917
7128.97
7968.97
6328.97
12817
3916.97
632.97
12797
7572.97
5428.97
11845
14073
13685
9208.97
13281
14981
8120.97
5216.97
7480.97
3912.97
10373
11009
5728.97
2996.97
9308.97
9624.97
16201
14197
12629
15209
11741
11149
3180.97
13049
8476.97
16105
5980.97
6208.97
1088.97
5580.97
13789
3904.97
15729
10681
13145
1936.97
12257
13229
5668.97
13049
10649
12661
8976.97
8024.97
1860.97
5324.97
5032.97
10333
14209
1760.97
11301
1924.97
11249
9408.97
16165
13889
3004.97
6704.97
3700.97
1044.97
3704.97
2636.97
744.97
204.97
11485
11825
7728.97
14601
4188.97
5944.97
15837
15945
8520.97
10541
12289
15993
8560.97
4624.97
5948.97
9680.97
9468.97
9228.97
4744.97
1960.97
5376.97
892.97
6724.97
14533
7264.97
13957
14781
8876.97
10253
12481
8480.97
6700.97
7016.97
2032.97
7028.97
3272.97
12513
3860.97
11257
6244.97
12313
8888.97
6728.97
13893
16217
3780.97
10601
1292.97
13461
9284.97
14969
9228.97
15565
3040.97
15429
9804.97
912.97
14333
10109
3116.97
13801
7856.97
5228.97
14169
7384.97
3316.97
5632.97
6564.97
3952.97
14685
784.97
13053
12285
7760.97
10133
3096.97
11001
10001
6920.97
11933
16381
12533
7388.97
7976.97
7788.97
4344.97
7472.97
5516.97
10509
6780.97
6940.97
3900.97
11493
1924.97
6420.97
880.97
1832.97
7600.97
15733
5980.97
14849
7612.97
9856.97
12457
8628.97
8756.97
7724.97
15613
6600.97
9772.97
2180.97
6656.97
12873
11913
14293
3924.97
12585
10641
9640.97
15933
8212.97
9188.97
2360.97
9960.97
4588.97
3524.97
1536.97
14941
8700.97
4656.97
7536.97
14805
12361
572.97
14813
9316.97
10417
16009
5300.97
3304.97
5828.97
12705
12081
5544.97
12745
12693
5360.97
8424.97
4984.97
764.97
11349
13201
9156.97
9660.97
11169
3608.97
12785
11765
2340.97
10889
5800.97
10401
1760.97
16077
2808.97
2500.97
10369
1244.97
1856.97
12121
2308.97
332.97
4248.97
2256.97
10709
2164.97
4856.97
7580.97
5904.97
640.97
3788.97
14897
14981
8328.97
15593
12149
4352.97
7244.97
5852.97
3976.97
11105
5936.97
12253
15117
3648.97
12997
7948.97
16173
12745
3836.97
9156.97
11617
4384.97
6736.97
9192.97
14545
3592.97
14509
6952.97
2636.97
10249
728.97
7168.97
3372.97
14601
16221
13501
4380.97
10669
8796.97
5220.97
10609
5576.97
15377
888.97
15993
10697
3488.97
6820.97
13509
5596.97
12653
13993
1520.97
9168.97
13265
11829
6508.97
4544.97
1796.97
10105
11613
10637
14257
6080.97
11201
5364.97
12525
4216.97
10909
9596.97
13617
2036.97
15429
6492.97
15849
6332.97
14481
1928.97
5488.97
352.97
1440.97
2512.97
8920.97
10569
6544.97
14377
10453
5744.97
11001
7196.97
15533
10485
5272.97
580.97
12949
1056.97
3632.97
4536.97
832.97
14509
4892.97
12697
13953
14037
6024.97
2668.97
11761
6808.97
14685
9616.97
544.97
4256.97
5032.97
4136.97
13385
1948.97
928.97
10441
14985
4472.97
3660.97
14493
3344.97
4504.97
10777
7460.97
4384.97
460.97
15785
8980.97
11593
7208.97
8760.97
460.97
13265
6148.97
10413
12257
5436.97
760.97
1184.97
11317
11365
9348.97
15181
3356.97
11945
9772.97
4316.97
10101
12341
11657
8412.97
14625
2068.97
10933
11505
8024.97
13805
15285
9380.97
6092.97
14257
12245
11221
9968.97
14169
10197
2668.97
11853
15985
3264.97
10757
14073
7344.97
9092.97
14897
13965
13137
11693
3264.97
6340.97
15333
2272.97
10797
6004.97
15489
1360.97
13225
7992.97
16309
15009
13669
2868.97
2452.97
12181
228.97
15841
8096.97
4048.97
9952.97
912.97
10149
12341
4124.97
6036.97
12093
280.97
1324.97
4324.97
2372.97
5808.97
10021
14465
1724.97
1252.97
10797
13213
12609
9652.97
12817
8652.97
15657
4332.97
11389
16005
6180.97
9832.97
1472.97
11025
2652.97
6636.97
4368.97
632.97
588.97
636.97
15021
10373
7964.97
14897
14673
14581
6192.97
10309
15093
9040.97
15105
4412.97
8072.97
10241
12629
9108.97
860.97
6228.97
2216.97
6264.97
11737
11777
5036.97
13561
7748.97
1436.97
15649
13289
5196.97
7740.97
10029
1304.97
14069
13917
14097
15793
13437
9156.97
11449
1328.97
7452.97
15781
7988.97
1936.97
11585
4920.97
14397
13605
1104.97
12853
9304.97
9228.97
13029
3904.97
3544.97
2616.97
16037
2392.97
712.97
6944.97
11605
2284.97
6240.97
3772.97
6844.97
13213
13845
8328.97
7856.97
12953
3640.97
12221
9044.97
7948.97
8576.97
9980.97
9444.97
5936.97
7528.97
3656.97
832.97
16357
7788.97
3516.97
6668.97
4720.97
13097
15685
8120.97
8036.97
896.97
5472.97
14477
11545
11921
5060.97
9008.97
804.97
11569
620.97
516.97
3424.97
14881
11361
15673
8324.97
6708.97
16005
12949
8704.97
8296.97
9300.97
11125
12853
4988.97
1692.97
14777
11477
14725
5996.97
9032.97
9576.97
7336.97
2932.97
13101
9344.97
13885
380.97
1412.97
10013
1460.97
10961
15273
14489
13665
6072.97
460.97
15381
13797
10477
11145
8076.97
3696.97
5452.97
5904.97
744.97
5304.97
7964.97
4416.97
9208.97
7128.97
15205
5952.97
2380.97
11045
8924.97
2068.97
10029
4240.97
5116.97
7816.97
7156.97
4872.97
5432.97
2200.97
6696.97
7840.97
984.97
3372.97
7144.97
3508.97
3644.97
224.97
13837
2528.97
9684.97
5344.97
13505
8708.97
268.97
4052.97
7108.97
12113
3256.97
648.97
4592.97
16125
14741
5820.97
5284.97
11537
10637
7500.97
15305
6716.97
8408.97
2420.97
8588.97
9292.97
4356.97
13625
9252.97
12229
4852.97
15921
5824.97
12821
6184.97
15561
1876.97
3200.97
4164.97
1432.97
15045
7444.97
6024.97
10453
9476.97
11593
14193
11137
6116.97
12409
14493
9664.97
9704.97
12225
8856.97
8320.97
7836.97
10897
10057
944.97
14709
13341
2324.97
14389
12897
5184.97
10289
11181
5600.97
11921
12673
496.97
7988.97
10737
16049
9040.97
4528.97
15957
15905
15393
15661
10909
2044.97
2320.97
10361
9732.97
2864.97
4368.97
6912.97
616.97
15785
2056.97
13857
10981
6188.97
10697
9916.97
6168.97
556.97
8736.97
15625
5056.97
10057
8224.97
7344.97
10253
8100.97
7760.97
2392.97
14189
8404.97
1832.97
10253
5424.97
12077
6640.97
13861
14153
1436.97
9420.97
400.97
14873
1076.97
15105
12181
404.97
7560.97
13965
15381
3496.97
8636.97
9196.97
14209
1904.97
2940.97
14473
9184.97
13957
15425
1648.97
15753
8852.97
