tP3
5150.43
5222.43
4742.43
4002.43
1466.43
370.43
1202.43
1022.43
1686.43
330.43
1554.43
1882.43
3070.43
1278.43
1154.43
7170.43
1002.43
1106.43
5426.43
550.43
2682.43
15374.4
6230.43
322.43
2266.43
4190.43
3002.43
2638.43
1594.43
2458.43
13042.4
234.43
502.43
210.43
1370.43
790.43
1002.43
4590.43
3350.43
1190.43
6818.43
326.43
1750.43
686.43
666.43
3354.43
2166.43
3118.43
454.43
1510.43
350.43
678.43
3318.43
1546.43
2950.43
834.43
1266.43
742.43
9554.43
774.43
7326.43
2102.43
2758.43
258.43
3358.43
3642.43
1390.43
798.43
1546.43
4982.43
206.43
4006.43
4670.43
262.43
7210.43
2458.43
2410.43
2598.43
3854.43
1178.43
1882.43
1414.43
5558.43
5794.43
850.43
5574.43
1846.43
6802.43
7578.43
2298.43
10274.4
910.43
3062.43
3458.43
3266.43
7214.43
2866.43
486.43
274.43
2262.43
5074.43
3922.43
1458.43
1130.43
3778.43
1590.43
946.43
1694.43
8186.43
1146.43
4378.43
562.43
310.43
1182.43
3942.43
922.43
778.43
5874.43
1946.43
1334.43
1294.43
15714.4
10046.4
1062.43
2638.43
1166.43
426.43
1530.43
6210.43
490.43
1298.43
474.43
474.43
2550.43
1138.43
1942.43
4126.43
1714.43
502.43
1650.43
1258.43
3146.43
1762.43
922.43
886.43
1482.43
1618.43
746.43
634.43
7554.43
2182.43
4046.43
370.43
9654.43
1134.43
1910.43
2450.43
1914.43
2274.43
810.43
1190.43
1086.43
4338.43
1290.43
1074.43
1102.43
1390.43
3686.43
2594.43
2090.43
710.43
542.43
1210.43
834.43
770.43
4962.43
2342.43
2030.43
926.43
2286.43
7674.43
594.43
6534.43
5694.43
1246.43
894.43
350.43
8058.43
1558.43
3846.43
3658.43
1486.43
1986.43
1558.43
1362.43
1554.43
474.43
1818.43
1178.43
3014.43
658.43
3602.43
14834.4
1638.43
7878.43
6606.43
998.43
1814.43
1006.43
2466.43
11682.4
7506.43
6898.43
6094.43
2034.43
294.43
4750.43
3606.43
1982.43
4690.43
3102.43
1294.43
2082.43
426.43
2546.43
6526.43
3734.43
202.43
2610.43
1654.43
202.43
1586.43
3070.43
1414.43
626.43
2390.43
13650.4
1434.43
274.43
3622.43
2010.43
6470.43
5582.43
8226.43
746.43
718.43
15898.4
2170.43
1186.43
4370.43
1686.43
4922.43
5142.43
4302.43
418.43
3242.43
974.43
850.43
1406.43
1370.43
13222.4
16182.4
2222.43
5726.43
3650.43
1046.43
3610.43
3110.43
2450.43
2750.43
2386.43
498.43
6150.43
9186.43
4602.43
8306.43
6002.43
298.43
246.43
1354.43
4510.43
3470.43
4346.43
1502.43
710.43
1678.43
306.43
1018.43
3410.43
3338.43
10666.4
11786.4
482.43
3550.43
2062.43
10302.4
4222.43
2010.43
1770.43
3986.43
470.43
1314.43
1414.43
478.43
274.43
3862.43
954.43
210.43
630.43
6438.43
2262.43
9974.43
3622.43
518.43
1438.43
502.43
1290.43
1234.43
614.43
2270.43
3370.43
1958.43
3558.43
3890.43
1598.43
2026.43
226.43
3954.43
1482.43
358.43
514.43
1718.43
1458.43
286.43
890.43
650.43
1170.43
1394.43
4558.43
1222.43
7190.43
1794.43
1038.43
2586.43
1542.43
8274.43
586.43
3662.43
418.43
1306.43
1034.43
778.43
5326.43
366.43
1518.43
830.43
874.43
11358.4
1202.43
394.43
270.43
9110.43
5122.43
3946.43
1342.43
1014.43
2430.43
618.43
1022.43
4210.43
946.43
1626.43
1266.43
310.43
4730.43
3254.43
2746.43
2018.43
770.43
818.43
1122.43
2994.43
946.43
682.43
222.43
1838.43
294.43
1034.43
498.43
4062.43
4710.43
1022.43
1346.43
1574.43
6402.43
222.43
1498.43
2486.43
1330.43
3918.43
1618.43
2494.43
434.43
6998.43
350.43
246.43
6234.43
210.43
822.43
1042.43
702.43
594.43
1078.43
330.43
450.43
4370.43
458.43
1994.43
254.43
738.43
3522.43
214.43
1018.43
2666.43
4170.43
3370.43
4670.43
1410.43
394.43
486.43
9266.43
678.43
15902.4
2330.43
510.43
1502.43
918.43
5834.43
2090.43
5210.43
1738.43
3350.43
2098.43
4742.43
770.43
2534.43
726.43
6218.43
2778.43
1426.43
1050.43
2706.43
7074.43
1194.43
3286.43
630.43
502.43
5602.43
866.43
7042.43
926.43
2110.43
4502.43
1638.43
2218.43
406.43
1802.43
1294.43
7262.43
1058.43
678.43
2674.43
2454.43
6426.43
1494.43
3770.43
2998.43
934.43
1162.43
498.43
2986.43
2762.43
290.43
2262.43
2438.43
2070.43
394.43
7894.43
1486.43
1646.43
1306.43
1430.43
2062.43
6598.43
2394.43
278.43
586.43
2082.43
506.43
1362.43
4390.43
6726.43
1482.43
874.43
2274.43
3358.43
1162.43
5186.43
1806.43
1794.43
1106.43
7334.43
3950.43
1502.43
1454.43
370.43
6270.43
570.43
1222.43
1006.43
1358.43
470.43
4738.43
2318.43
4670.43
450.43
2382.43
1158.43
4478.43
406.43
678.43
454.43
11690.4
1626.43
1078.43
1490.43
2914.43
238.43
5790.43
3110.43
3230.43
266.43
4646.43
346.43
10690.4
1726.43
218.43
1334.43
5706.43
1802.43
1334.43
3162.43
5978.43
4302.43
314.43
1694.43
2798.43
346.43
2090.43
2506.43
3570.43
1622.43
1422.43
538.43
2946.43
1118.43
1438.43
5470.43
2754.43
410.43
5430.43
382.43
378.43
1246.43
958.43
2018.43
1138.43
2454.43
718.43
1330.43
202.43
8902.43
2082.43
966.43
946.43
1190.43
830.43
358.43
1570.43
14510.4
562.43
1190.43
910.43
1486.43
930.43
1350.43
1190.43
4774.43
4130.43
3830.43
1638.43
258.43
734.43
2422.43
274.43
1622.43
254.43
2766.43
338.43
7590.43
1154.43
606.43
10882.4
1318.43
2094.43
954.43
4234.43
410.43
3422.43
2326.43
8502.43
362.43
2122.43
1926.43
5282.43
2038.43
442.43
250.43
1190.43
4570.43
1202.43
2330.43
1582.43
3958.43
6362.43
3346.43
394.43
202.43
1414.43
3142.43
2302.43
4778.43
3414.43
502.43
502.43
1222.43
4378.43
7822.43
2354.43
4006.43
478.43
530.43
1330.43
3282.43
906.43
1334.43
358.43
3514.43
542.43
11902.4
902.43
1650.43
2366.43
4738.43
4378.43
12898.4
1290.43
306.43
2270.43
910.43
638.43
778.43
4502.43
6602.43
3614.43
438.43
710.43
506.43
6582.43
402.43
5938.43
4046.43
3030.43
646.43
8906.43
1258.43
2554.43
6006.43
506.43
246.43
1918.43
1022.43
4910.43
514.43
654.43
3134.43
7174.43
3710.43
930.43
2650.43
2066.43
2266.43
950.43
2066.43
698.43
370.43
1010.43
3130.43
2914.43
678.43
666.43
2814.43
234.43
6298.43
7426.43
1654.43
926.43
218.43
4370.43
1270.43
3418.43
470.43
2966.43
3726.43
758.43
2722.43
418.43
5422.43
1530.43
5498.43
1974.43
926.43
382.43
1734.43
2910.43
2074.43
2130.43
942.43
2178.43
930.43
3826.43
290.43
382.43
1270.43
4066.43
2226.43
394.43
3046.43
6898.43
1150.43
1218.43
3590.43
2086.43
666.43
1678.43
13054.4
786.43
754.43
462.43
1530.43
726.43
406.43
3198.43
578.43
4474.43
966.43
4746.43
842.43
3438.43
2118.43
342.43
3282.43
3502.43
3918.43
4690.43
414.43
5426.43
1866.43
2758.43
1150.43
550.43
534.43
1706.43
2474.43
370.43
262.43
4818.43
1578.43
1114.43
430.43
3022.43
410.43
1914.43
4350.43
482.43
4210.43
4378.43
2046.43
3242.43
14550.4
674.43
9882.43
246.43
2650.43
886.43
3610.43
4590.43
2918.43
1274.43
4482.43
1342.43
3210.43
562.43
3870.43
750.43
11170.4
1774.43
8566.43
1650.43
6830.43
1542.43
2226.43
2034.43
390.43
690.43
958.43
2294.43
1438.43
266.43
13618.4
810.43
6546.43
4906.43
11018.4
1838.43
410.43
538.43
766.43
446.43
1302.43
678.43
830.43
810.43
722.43
1378.43
1942.43
1186.43
930.43
1226.43
2074.43
3146.43
1934.43
2902.43
3650.43
2190.43
3178.43
950.43
394.43
3582.43
1482.43
1638.43
3798.43
1582.43
534.43
8102.43
634.43
1866.43
446.43
358.43
738.43
1878.43
2274.43
950.43
262.43
1410.43
2830.43
3166.43
7982.43
1130.43
362.43
6274.43
8662.43
2354.43
4958.43
1470.43
850.43
2518.43
1514.43
4870.43
2170.43
770.43
2198.43
3614.43
1346.43
8126.43
2550.43
1658.43
314.43
13106.4
3534.43
326.43
4514.43
2274.43
3138.43
4878.43
1386.43
1750.43
574.43
1050.43
2234.43
430.43
3250.43
546.43
3078.43
3430.43
234.43
1462.43
1286.43
250.43
2010.43
1074.43
254.43
598.43
1802.43
3974.43
1530.43
2814.43
3474.43
490.43
1646.43
2778.43
982.43
5994.43
1702.43
786.43
806.43
238.43
4894.43
7934.43
3106.43
446.43
938.43
3030.43
3162.43
658.43
1874.43
1426.43
6322.43
1114.43
2058.43
910.43
2666.43
3498.43
1466.43
262.43
954.43
1358.43
2006.43
566.43
1146.43
3366.43
3090.43
958.43
1126.43
954.43
310.43
426.43
418.43
15682.4
1894.43
894.43
3190.43
3322.43
1014.43
4254.43
270.43
502.43
398.43
4150.43
4350.43
3862.43
5494.43
1230.43
574.43
2522.43
2786.43
378.43
2450.43
278.43
1506.43
4250.43
1826.43
6642.43
918.43
1490.43
830.43
6398.43
1462.43
434.43
1190.43
362.43
3138.43
994.43
1446.43
4930.43
1070.43
3970.43
1706.43
2346.43
1866.43
1842.43
3022.43
3414.43
1610.43
6530.43
7078.43
4714.43
4114.43
2226.43
2714.43
726.43
522.43
6286.43
2442.43
498.43
1714.43
758.43
4310.43
810.43
1194.43
2122.43
8246.43
1402.43
1066.43
230.43
2038.43
1090.43
9558.43
3230.43
498.43
286.43
2374.43
842.43
1310.43
1010.43
3294.43
2718.43
1782.43
206.43
1910.43
1178.43
14794.4
4630.43
1910.43
2218.43
550.43
1142.43
8034.43
798.43
5054.43
358.43
598.43
722.43
1150.43
2498.43
886.43
322.43
3558.43
1902.43
706.43
1118.43
382.43
2914.43
686.43
3486.43
1082.43
1650.43
490.43
634.43
6914.43
13210.4
2206.43
2310.43
770.43
618.43
8430.43
1334.43
3226.43
3846.43
4766.43
6366.43
610.43
3178.43
14330.4
2002.43
338.43
582.43
4046.43
1450.43
10686.4
1030.43
2126.43
1106.43
1402.43
2674.43
4314.43
4642.43
3690.43
3482.43
782.43
1750.43
498.43
902.43
2046.43
5106.43
6506.43
658.43
742.43
1238.43
3674.43
2238.43
3126.43
11010.4
318.43
886.43
482.43
270.43
3230.43
4018.43
2338.43
2898.43
2458.43
714.43
2054.43
626.43
5074.43
1358.43
1566.43
582.43
1422.43
4970.43
586.43
2134.43
822.43
2314.43
1630.43
2470.43
450.43
12534.4
2382.43
2782.43
3374.43
5626.43
1398.43
1922.43
5294.43
5642.43
2014.43
434.43
594.43
1890.43
242.43
1222.43
846.43
3946.43
2666.43
270.43
430.43
902.43
406.43
1986.43
15378.4
662.43
2102.43
1110.43
1302.43
638.43
3182.43
6794.43
3618.43
1298.43
1226.43
798.43
3822.43
818.43
4950.43
734.43
8926.43
470.43
3270.43
7318.43
490.43
1350.43
5354.43
2546.43
470.43
802.43
1486.43
794.43
1362.43
2018.43
1274.43
1290.43
2766.43
1070.43
318.43
4090.43
1918.43
358.43
838.43
326.43
1002.43
382.43
2690.43
322.43
782.43
3882.43
730.43
790.43
5642.43
13002.4
914.43
3714.43
570.43
718.43
5238.43
5926.43
1006.43
998.43
1714.43
1498.43
7310.43
1498.43
3578.43
2698.43
4866.43
2562.43
3926.43
222.43
3782.43
930.43
1226.43
4046.43
1294.43
1958.43
3222.43
890.43
542.43
582.43
9362.43
622.43
418.43
2862.43
294.43
3022.43
3846.43
1366.43
2258.43
1898.43
11242.4
1050.43
694.43
4294.43
230.43
922.43
3290.43
330.43
654.43
518.43
1450.43
1250.43
318.43
1106.43
2710.43
2974.43
490.43
10914.4
7506.43
4854.43
2442.43
3170.43
1810.43
1382.43
918.43
578.43
5002.43
3294.43
2486.43
274.43
1070.43
394.43
1278.43
782.43
3206.43
2418.43
1882.43
1730.43
322.43
526.43
394.43
1154.43
502.43
610.43
1362.43
754.43
2410.43
13362.4
246.43
9278.43
962.43
2914.43
4886.43
1798.43
2278.43
1946.43
382.43
8206.43
